size: 5120.000000 MiB, n (=2)  % 16 != 0.....
Thread 23: 0.000034 s, 1.776718 GiB/s 
Thread 24: 0.000034 s, 1.777011 GiB/s 
Thread 25: 0.000034 s, 1.777128 GiB/s 
Thread 26: 0.000034 s, 1.776515 GiB/s 
Thread 27: 0.000034 s, 1.777632 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:1991680,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000037,CumulativeMemoryBandwidth(GiB/s):46.786985,TotalRunTime(s):0.365269,WSS(MiB):1.750000,
Thread 0: 0.000034 s, 1.776556 GiB/s 
Thread 1: 0.000034 s, 1.776651 GiB/s 
Thread 2: 0.000034 s, 1.774516 GiB/s 
Thread 3: 0.000034 s, 1.777201 GiB/s 
Thread 4: 0.000034 s, 1.777458 GiB/s 
Thread 5: 0.000034 s, 1.777020 GiB/s 
Thread 6: 0.000035 s, 1.758243 GiB/s 
Thread 7: 0.000034 s, 1.775478 GiB/s 
Thread 8: 0.000034 s, 1.775982 GiB/s 
Thread 9: 0.000034 s, 1.774453 GiB/s 
Thread 10: 0.000034 s, 1.776187 GiB/s 
Thread 11: 0.000034 s, 1.776842 GiB/s 
Thread 12: 0.000034 s, 1.776322 GiB/s 
Thread 13: 0.000034 s, 1.775976 GiB/s 
Thread 14: 0.000034 s, 1.776973 GiB/s 
Thread 15: 0.000035 s, 1.753258 GiB/s 
Thread 16: 0.000034 s, 1.776913 GiB/s 
Thread 17: 0.000034 s, 1.775190 GiB/s 
Thread 18: 0.000034 s, 1.776723 GiB/s 
Thread 19: 0.000034 s, 1.775120 GiB/s 
Thread 20: 0.000034 s, 1.775798 GiB/s 
Thread 21: 0.000034 s, 1.776205 GiB/s 
Thread 22: 0.000034 s, 1.776583 GiB/s 
Thread 23: 0.000034 s, 1.775373 GiB/s 
Thread 24: 0.000034 s, 1.777943 GiB/s 
Thread 25: 0.000034 s, 1.776486 GiB/s 
Thread 26: 0.000034 s, 1.773560 GiB/s 
Thread 27: 0.000034 s, 1.776412 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:2012160,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000035,CumulativeMemoryBandwidth(GiB/s):48.728855,TotalRunTime(s):0.350713,WSS(MiB):1.750000,
Thread 0: 0.000034 s, 1.776818 GiB/s 
Thread 1: 0.000034 s, 1.777338 GiB/s 
Thread 2: 0.000034 s, 1.777697 GiB/s 
Thread 3: 0.000034 s, 1.776425 GiB/s 
Thread 4: 0.000034 s, 1.774985 GiB/s 
Thread 5: 0.000034 s, 1.775614 GiB/s 
Thread 6: 0.000034 s, 1.775479 GiB/s 
Thread 7: 0.000034 s, 1.776205 GiB/s 
Thread 8: 0.000034 s, 1.777313 GiB/s 
Thread 9: 0.000034 s, 1.775624 GiB/s 
Thread 10: 0.000034 s, 1.776308 GiB/s 
Thread 11: 0.000034 s, 1.778886 GiB/s 
Thread 12: 0.000034 s, 1.778073 GiB/s 
Thread 13: 0.000034 s, 1.775695 GiB/s 
Thread 14: 0.000034 s, 1.777605 GiB/s 
Thread 15: 0.000034 s, 1.777378 GiB/s 
Thread 16: 0.000034 s, 1.777595 GiB/s 
Thread 17: 0.000034 s, 1.777505 GiB/s 
Thread 18: 0.000034 s, 1.778042 GiB/s 
Thread 19: 0.000034 s, 1.776333 GiB/s 
Thread 20: 0.000034 s, 1.777258 GiB/s 
Thread 21: 0.000034 s, 1.776321 GiB/s 
Thread 22: 0.000034 s, 1.775935 GiB/s 
Thread 23: 0.000034 s, 1.777104 GiB/s 
Thread 24: 0.000034 s, 1.777294 GiB/s 
Thread 25: 0.000034 s, 1.775302 GiB/s 
Thread 26: 0.000034 s, 1.775796 GiB/s 
Thread 27: 0.000034 s, 1.777218 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:2032640,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000034,CumulativeMemoryBandwidth(GiB/s):49.697571,TotalRunTime(s):0.343877,WSS(MiB):1.750000,
Thread 0: 0.000035 s, 1.765936 GiB/s 
Thread 1: 0.000034 s, 1.777286 GiB/s 
Thread 2: 0.000034 s, 1.777955 GiB/s 
Thread 3: 0.000034 s, 1.777489 GiB/s 
Thread 4: 0.000034 s, 1.778255 GiB/s 
Thread 5: 0.000034 s, 1.776453 GiB/s 
Thread 6: 0.000036 s, 1.717699 GiB/s 
Thread 7: 0.000034 s, 1.775159 GiB/s 
Thread 8: 0.000035 s, 1.730207 GiB/s 
Thread 9: 0.000034 s, 1.774895 GiB/s 
Thread 10: 0.000034 s, 1.776087 GiB/s 
Thread 11: 0.000034 s, 1.777039 GiB/s 
Thread 12: 0.000034 s, 1.774446 GiB/s 
Thread 13: 0.000034 s, 1.775688 GiB/s 
Thread 14: 0.000034 s, 1.776643 GiB/s 
Thread 15: 0.000034 s, 1.775620 GiB/s 
Thread 16: 0.000034 s, 1.777026 GiB/s 
Thread 17: 0.000034 s, 1.777626 GiB/s 
Thread 18: 0.000034 s, 1.777205 GiB/s 
Thread 19: 0.000034 s, 1.776437 GiB/s 
Thread 20: 0.000034 s, 1.776183 GiB/s 
Thread 21: 0.000034 s, 1.778382 GiB/s 
Thread 22: 0.000034 s, 1.778005 GiB/s 
Thread 23: 0.000034 s, 1.776522 GiB/s 
Thread 24: 0.000034 s, 1.776746 GiB/s 
Thread 25: 0.000034 s, 1.777242 GiB/s 
Thread 26: 0.000034 s, 1.777791 GiB/s 
Thread 27: 0.000034 s, 1.776940 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:2053120,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000036,CumulativeMemoryBandwidth(GiB/s):47.743411,TotalRunTime(s):0.357952,WSS(MiB):1.750000,
Thread 0: 0.000034 s, 1.775798 GiB/s 
Thread 1: 0.000034 s, 1.778279 GiB/s 
Thread 2: 0.000034 s, 1.774707 GiB/s 
Thread 3: 0.000034 s, 1.775794 GiB/s 
Thread 4: 0.000034 s, 1.775731 GiB/s 
Thread 5: 0.000034 s, 1.776203 GiB/s 
Thread 6: 0.000034 s, 1.775480 GiB/s 
Thread 7: 0.000034 s, 1.776207 GiB/s 
Thread 8: 0.000034 s, 1.776082 GiB/s 
Thread 9: 0.000034 s, 1.777128 GiB/s 
Thread 10: 0.000034 s, 1.776173 GiB/s 
Thread 11: 0.000034 s, 1.776515 GiB/s 
Thread 12: 0.000034 s, 1.774909 GiB/s 
Thread 13: 0.000034 s, 1.776336 GiB/s 
Thread 14: 0.000034 s, 1.776219 GiB/s 
Thread 15: 0.000034 s, 1.776201 GiB/s 
Thread 16: 0.000034 s, 1.776570 GiB/s 
Thread 17: 0.000034 s, 1.776980 GiB/s 
Thread 18: 0.000034 s, 1.776866 GiB/s 
Thread 19: 0.000034 s, 1.776872 GiB/s 
Thread 20: 0.000034 s, 1.776203 GiB/s 
Thread 21: 0.000034 s, 1.776565 GiB/s 
Thread 22: 0.000034 s, 1.777129 GiB/s 
Thread 23: 0.000034 s, 1.775284 GiB/s 
Thread 24: 0.000034 s, 1.776447 GiB/s 
Thread 25: 0.000034 s, 1.776571 GiB/s 
Thread 26: 0.000034 s, 1.773540 GiB/s 
Thread 27: 0.000034 s, 1.777558 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:2073600,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000034,CumulativeMemoryBandwidth(GiB/s):49.651786,TotalRunTime(s):0.344194,WSS(MiB):1.750000,
Thread 0: 0.000034 s, 1.777123 GiB/s 
Thread 1: 0.000034 s, 1.777671 GiB/s 
Thread 2: 0.000034 s, 1.777967 GiB/s 
Thread 3: 0.000034 s, 1.774899 GiB/s 
Thread 4: 0.000034 s, 1.776551 GiB/s 
Thread 5: 0.000034 s, 1.776832 GiB/s 
Thread 6: 0.000034 s, 1.775651 GiB/s 
Thread 7: 0.000034 s, 1.776119 GiB/s 
Thread 8: 0.000034 s, 1.777110 GiB/s 
Thread 9: 0.000034 s, 1.777324 GiB/s 
Thread 10: 0.000034 s, 1.777024 GiB/s 
Thread 11: 0.000034 s, 1.776083 GiB/s 
Thread 12: 0.000034 s, 1.776160 GiB/s 
Thread 13: 0.000034 s, 1.776183 GiB/s 
Thread 14: 0.000034 s, 1.774729 GiB/s 
Thread 15: 0.000034 s, 1.775753 GiB/s 
Thread 16: 0.000034 s, 1.776614 GiB/s 
Thread 17: 0.000034 s, 1.778253 GiB/s 
Thread 18: 0.000034 s, 1.777973 GiB/s 
Thread 19: 0.000034 s, 1.777833 GiB/s 
Thread 20: 0.000034 s, 1.777821 GiB/s 
Thread 21: 0.000034 s, 1.778012 GiB/s 
Thread 22: 0.000034 s, 1.777981 GiB/s 
Thread 23: 0.000034 s, 1.778991 GiB/s 
Thread 24: 0.000034 s, 1.778700 GiB/s 
Thread 25: 0.000034 s, 1.776833 GiB/s 
Thread 26: 0.000034 s, 1.776188 GiB/s 
Thread 27: 0.000034 s, 1.777372 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:2094080,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000034,CumulativeMemoryBandwidth(GiB/s):49.689751,TotalRunTime(s):0.343931,WSS(MiB):1.750000,
Thread 0: 0.000034 s, 1.772107 GiB/s 
Thread 1: 0.000034 s, 1.772517 GiB/s 
Thread 2: 0.000034 s, 1.773439 GiB/s 
Thread 3: 0.000034 s, 1.774647 GiB/s 
Thread 4: 0.000034 s, 1.771110 GiB/s 
Thread 5: 0.000034 s, 1.771810 GiB/s 
Thread 6: 0.000034 s, 1.773753 GiB/s 
Thread 7: 0.000034 s, 1.774474 GiB/s 
Thread 8: 0.000034 s, 1.773657 GiB/s 
Thread 9: 0.000034 s, 1.773674 GiB/s 
Thread 10: 0.000034 s, 1.774790 GiB/s 
Thread 11: 0.000034 s, 1.769379 GiB/s 
Thread 12: 0.000034 s, 1.774772 GiB/s 
Thread 13: 0.000034 s, 1.777273 GiB/s 
Thread 14: 0.000034 s, 1.774166 GiB/s 
Thread 15: 0.000034 s, 1.773108 GiB/s 
Thread 16: 0.000034 s, 1.774350 GiB/s 
Thread 17: 0.000034 s, 1.774012 GiB/s 
Thread 18: 0.000034 s, 1.774605 GiB/s 
Thread 19: 0.000034 s, 1.776382 GiB/s 
Thread 20: 0.000034 s, 1.776430 GiB/s 
Thread 21: 0.000035 s, 1.727815 GiB/s 
Thread 22: 0.000034 s, 1.774006 GiB/s 
Thread 23: 0.000034 s, 1.775354 GiB/s 
Thread 24: 0.000034 s, 1.776471 GiB/s 
Thread 25: 0.000034 s, 1.772932 GiB/s 
Thread 26: 0.000034 s, 1.773089 GiB/s 
Thread 27: 0.000034 s, 1.771277 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:2097152,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000035,CumulativeMemoryBandwidth(GiB/s):48.358261,TotalRunTime(s):0.035340,WSS(MiB):1.750000,
Thread 0: 0.000034 s, 1.775077 GiB/s 
Thread 1: 0.000034 s, 1.776163 GiB/s 
Thread 2: 0.000034 s, 1.772441 GiB/s 
Thread 3: 0.000034 s, 1.773527 GiB/s 
Thread 4: 0.000034 s, 1.774414 GiB/s 
Thread 5: 0.000034 s, 1.775742 GiB/s 
Thread 6: 0.000034 s, 1.775734 GiB/s 
Thread 7: 0.000034 s, 1.772161 GiB/s 
Thread 8: 0.000034 s, 1.775184 GiB/s 
Thread 9: 0.000034 s, 1.774979 GiB/s 
Thread 10: 0.000034 s, 1.775188 GiB/s 
Thread 11: 0.000034 s, 1.773492 GiB/s 
Thread 12: 0.000034 s, 1.776029 GiB/s 
Thread 13: 0.000034 s, 1.774570 GiB/s 
Thread 14: 0.000034 s, 1.775970 GiB/s 
Thread 15: 0.000034 s, 1.776241 GiB/s 
Thread 16: 0.000034 s, 1.774897 GiB/s 
Thread 17: 0.000034 s, 1.774793 GiB/s 
Thread 18: 0.000034 s, 1.774565 GiB/s 
Thread 19: 0.000034 s, 1.774327 GiB/s 
Thread 20: 0.000034 s, 1.777012 GiB/s 
Thread 21: 0.000034 s, 1.774373 GiB/s 
Thread 22: 0.000034 s, 1.775572 GiB/s 
Thread 23: 0.000034 s, 1.775695 GiB/s 
Thread 24: 0.000034 s, 1.774397 GiB/s 
Thread 25: 0.000034 s, 1.776641 GiB/s 
Thread 26: 0.000034 s, 1.774671 GiB/s 
Thread 27: 0.000034 s, 1.775576 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:2199552,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000034,CumulativeMemoryBandwidth(GiB/s):49.596269,TotalRunTime(s):0.034458,WSS(MiB):1.750000,
size: 2301952.000000 MiB, n (=17)  % 16 != 0.....
size: 2404352.000000 MiB, n (=17)  % 16 != 0.....
size: 2506752.000000 MiB, n (=17)  % 16 != 0.....
size: 2609152.000000 MiB, n (=17)  % 16 != 0.....
size: 2711552.000000 MiB, n (=18)  % 16 != 0.....
size: 2813952.000000 MiB, n (=18)  % 16 != 0.....
size: 2916352.000000 MiB, n (=18)  % 16 != 0.....
size: 3018752.000000 MiB, n (=18)  % 16 != 0.....
size: 3121152.000000 MiB, n (=19)  % 16 != 0.....
size: 3223552.000000 MiB, n (=19)  % 16 != 0.....
size: 3325952.000000 MiB, n (=19)  % 16 != 0.....
size: 3428352.000000 MiB, n (=19)  % 16 != 0.....
size: 3530752.000000 MiB, n (=19)  % 16 != 0.....
size: 3633152.000000 MiB, n (=20)  % 16 != 0.....
size: 3735552.000000 MiB, n (=20)  % 16 != 0.....
size: 3837952.000000 MiB, n (=20)  % 16 != 0.....
size: 3940352.000000 MiB, n (=20)  % 16 != 0.....
size: 4042752.000000 MiB, n (=20)  % 16 != 0.....
size: 4145152.000000 MiB, n (=20)  % 16 != 0.....
size: 4247552.000000 MiB, n (=21)  % 16 != 0.....
size: 4349952.000000 MiB, n (=21)  % 16 != 0.....
size: 4452352.000000 MiB, n (=21)  % 16 != 0.....
size: 4554752.000000 MiB, n (=21)  % 16 != 0.....
size: 4657152.000000 MiB, n (=21)  % 16 != 0.....
size: 4759552.000000 MiB, n (=21)  % 16 != 0.....
size: 4861952.000000 MiB, n (=22)  % 16 != 0.....
size: 4964352.000000 MiB, n (=22)  % 16 != 0.....
size: 5066752.000000 MiB, n (=22)  % 16 != 0.....
size: 5169152.000000 MiB, n (=22)  % 16 != 0.....
size: 5271552.000000 MiB, n (=22)  % 16 != 0.....
size: 5373952.000000 MiB, n (=22)  % 16 != 0.....
size: 5476352.000000 MiB, n (=23)  % 16 != 0.....
size: 5578752.000000 MiB, n (=23)  % 16 != 0.....
size: 5681152.000000 MiB, n (=23)  % 16 != 0.....
size: 5783552.000000 MiB, n (=23)  % 16 != 0.....
size: 5885952.000000 MiB, n (=23)  % 16 != 0.....
size: 5988352.000000 MiB, n (=23)  % 16 != 0.....
size: 6090752.000000 MiB, n (=23)  % 16 != 0.....
Thread 0: 0.000116 s, 1.778880 GiB/s 
Thread 1: 0.000116 s, 1.780459 GiB/s 
Thread 2: 0.000116 s, 1.781226 GiB/s 
Thread 3: 0.000116 s, 1.779054 GiB/s 
Thread 4: 0.000116 s, 1.780100 GiB/s 
Thread 5: 0.000116 s, 1.779269 GiB/s 
Thread 6: 0.000116 s, 1.779408 GiB/s 
Thread 7: 0.000116 s, 1.779482 GiB/s 
Thread 8: 0.000116 s, 1.780114 GiB/s 
Thread 9: 0.000116 s, 1.780106 GiB/s 
Thread 10: 0.000116 s, 1.779814 GiB/s 
Thread 11: 0.000116 s, 1.780325 GiB/s 
Thread 12: 0.000116 s, 1.778709 GiB/s 
Thread 13: 0.000116 s, 1.781226 GiB/s 
Thread 14: 0.000116 s, 1.782457 GiB/s 
Thread 15: 0.000116 s, 1.780384 GiB/s 
Thread 16: 0.000116 s, 1.782184 GiB/s 
Thread 17: 0.000116 s, 1.781092 GiB/s 
Thread 18: 0.000116 s, 1.779838 GiB/s 
Thread 19: 0.000116 s, 1.781051 GiB/s 
Thread 20: 0.000116 s, 1.780025 GiB/s 
Thread 21: 0.000116 s, 1.778554 GiB/s 
Thread 22: 0.000116 s, 1.777692 GiB/s 
Thread 23: 0.000116 s, 1.781648 GiB/s 
Thread 24: 0.000116 s, 1.780618 GiB/s 
Thread 25: 0.000116 s, 1.780820 GiB/s 
Thread 26: 0.000116 s, 1.782084 GiB/s 
Thread 27: 0.000116 s, 1.780401 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:6193152,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):24.000000,AvgTestRunTime(s):0.000116,CumulativeMemoryBandwidth(GiB/s):49.768049,TotalRunTime(s):0.115894,WSS(MiB):5.906250,
Thread 0: 0.000124 s, 1.656646 GiB/s 
Thread 1: 0.000116 s, 1.780582 GiB/s 
Thread 2: 0.000116 s, 1.781220 GiB/s 
Thread 3: 0.000116 s, 1.782139 GiB/s 
Thread 4: 0.000116 s, 1.779932 GiB/s 
Thread 5: 0.000116 s, 1.780494 GiB/s 
Thread 6: 0.000116 s, 1.781454 GiB/s 
Thread 7: 0.000116 s, 1.780975 GiB/s 
Thread 8: 0.000115 s, 1.784193 GiB/s 
Thread 9: 0.000116 s, 1.782208 GiB/s 
Thread 10: 0.000116 s, 1.781377 GiB/s 
Thread 11: 0.000116 s, 1.781899 GiB/s 
Thread 12: 0.000116 s, 1.781684 GiB/s 
Thread 13: 0.000116 s, 1.781244 GiB/s 
Thread 14: 0.000116 s, 1.780826 GiB/s 
Thread 15: 0.000116 s, 1.780689 GiB/s 
Thread 16: 0.000116 s, 1.780904 GiB/s 
Thread 17: 0.000116 s, 1.781726 GiB/s 
Thread 18: 0.000115 s, 1.783517 GiB/s 
Thread 19: 0.000116 s, 1.781556 GiB/s 
Thread 20: 0.000116 s, 1.781143 GiB/s 
Thread 21: 0.000116 s, 1.782578 GiB/s 
Thread 22: 0.000116 s, 1.778597 GiB/s 
Thread 23: 0.000116 s, 1.781593 GiB/s 
Thread 24: 0.000116 s, 1.781655 GiB/s 
Thread 25: 0.000116 s, 1.781699 GiB/s 
Thread 26: 0.000116 s, 1.778859 GiB/s 
Thread 27: 0.000116 s, 1.780588 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:6295552,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):24.000000,AvgTestRunTime(s):0.000124,CumulativeMemoryBandwidth(GiB/s):46.367745,TotalRunTime(s):0.124393,WSS(MiB):5.906250,
Thread 0: 0.000116 s, 1.780115 GiB/s 
Thread 1: 0.000116 s, 1.782005 GiB/s 
Thread 2: 0.000116 s, 1.778941 GiB/s 
Thread 3: 0.000116 s, 1.782099 GiB/s 
Thread 4: 0.000116 s, 1.779737 GiB/s 
Thread 5: 0.000116 s, 1.781524 GiB/s 
Thread 6: 0.000116 s, 1.781699 GiB/s 
Thread 7: 0.000116 s, 1.779747 GiB/s 
Thread 8: 0.000116 s, 1.781084 GiB/s 
Thread 9: 0.000116 s, 1.781529 GiB/s 
Thread 10: 0.000116 s, 1.782106 GiB/s 
Thread 11: 0.000116 s, 1.782042 GiB/s 
Thread 12: 0.000116 s, 1.774779 GiB/s 
Thread 13: 0.000116 s, 1.781696 GiB/s 
Thread 14: 0.000116 s, 1.781623 GiB/s 
Thread 15: 0.000115 s, 1.785172 GiB/s 
Thread 16: 0.000116 s, 1.779623 GiB/s 
Thread 17: 0.000116 s, 1.782185 GiB/s 
Thread 18: 0.000116 s, 1.781112 GiB/s 
Thread 19: 0.000116 s, 1.780587 GiB/s 
Thread 20: 0.000116 s, 1.780779 GiB/s 
Thread 21: 0.000116 s, 1.781141 GiB/s 
Thread 22: 0.000116 s, 1.780176 GiB/s 
Thread 23: 0.000116 s, 1.780901 GiB/s 
Thread 24: 0.000116 s, 1.781362 GiB/s 
Thread 25: 0.000116 s, 1.782635 GiB/s 
Thread 26: 0.000116 s, 1.779776 GiB/s 
Thread 27: 0.000115 s, 1.783612 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:6397952,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):24.000000,AvgTestRunTime(s):0.000116,CumulativeMemoryBandwidth(GiB/s):49.684134,TotalRunTime(s):0.116090,WSS(MiB):5.906250,
Thread 0: 0.000116 s, 1.778433 GiB/s 
Thread 1: 0.000116 s, 1.780940 GiB/s 
Thread 2: 0.000116 s, 1.779055 GiB/s 
Thread 3: 0.000116 s, 1.781216 GiB/s 
Thread 4: 0.000116 s, 1.780623 GiB/s 
Thread 5: 0.000116 s, 1.780025 GiB/s 
Thread 6: 0.000116 s, 1.778645 GiB/s 
Thread 7: 0.000116 s, 1.781567 GiB/s 
Thread 8: 0.000116 s, 1.779503 GiB/s 
Thread 9: 0.000116 s, 1.781525 GiB/s 
Thread 10: 0.000115 s, 1.783891 GiB/s 
Thread 11: 0.000116 s, 1.782055 GiB/s 
Thread 12: 0.000116 s, 1.781994 GiB/s 
Thread 13: 0.000116 s, 1.779599 GiB/s 
Thread 14: 0.000116 s, 1.780689 GiB/s 
Thread 15: 0.000116 s, 1.782312 GiB/s 
Thread 16: 0.000116 s, 1.781782 GiB/s 
Thread 17: 0.000116 s, 1.781274 GiB/s 
Thread 18: 0.000116 s, 1.781378 GiB/s 
Thread 19: 0.000116 s, 1.779758 GiB/s 
Thread 20: 0.000116 s, 1.780760 GiB/s 
Thread 21: 0.000116 s, 1.781971 GiB/s 
Thread 22: 0.000115 s, 1.783770 GiB/s 
Thread 23: 0.000116 s, 1.782082 GiB/s 
Thread 24: 0.000116 s, 1.782186 GiB/s 
Thread 25: 0.000116 s, 1.781582 GiB/s 
Thread 26: 0.000116 s, 1.781813 GiB/s 
Thread 27: 0.000116 s, 1.782101 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:6500352,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):24.000000,AvgTestRunTime(s):0.000116,CumulativeMemoryBandwidth(GiB/s):49.787817,TotalRunTime(s):0.115848,WSS(MiB):5.906250,
Thread 0: 0.000116 s, 1.779301 GiB/s 
Thread 1: 0.000116 s, 1.780642 GiB/s 
Thread 2: 0.000116 s, 1.781254 GiB/s 
Thread 3: 0.000116 s, 1.783150 GiB/s 
Thread 4: 0.000116 s, 1.780583 GiB/s 
Thread 5: 0.000116 s, 1.782197 GiB/s 
Thread 6: 0.000116 s, 1.783481 GiB/s 
Thread 7: 0.000116 s, 1.779462 GiB/s 
Thread 8: 0.000116 s, 1.783272 GiB/s 
Thread 9: 0.000116 s, 1.781974 GiB/s 
Thread 10: 0.000116 s, 1.782451 GiB/s 
Thread 11: 0.000116 s, 1.783273 GiB/s 
Thread 12: 0.000116 s, 1.783244 GiB/s 
Thread 13: 0.000116 s, 1.781727 GiB/s 
Thread 14: 0.000116 s, 1.780627 GiB/s 
Thread 15: 0.000116 s, 1.782415 GiB/s 
Thread 16: 0.000116 s, 1.781942 GiB/s 
Thread 17: 0.000116 s, 1.781648 GiB/s 
Thread 18: 0.000116 s, 1.780995 GiB/s 
Thread 19: 0.000116 s, 1.781091 GiB/s 
Thread 20: 0.000116 s, 1.783339 GiB/s 
Thread 21: 0.000116 s, 1.779009 GiB/s 
Thread 22: 0.000116 s, 1.781023 GiB/s 
Thread 23: 0.000116 s, 1.782046 GiB/s 
Thread 24: 0.000116 s, 1.780914 GiB/s 
Thread 25: 0.000116 s, 1.780781 GiB/s 
Thread 26: 0.000116 s, 1.783310 GiB/s 
Thread 27: 0.000116 s, 1.782110 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:6602752,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):24.000000,AvgTestRunTime(s):0.000121,CumulativeMemoryBandwidth(GiB/s):47.822941,TotalRunTime(s):0.120608,WSS(MiB):5.906250,
Thread 0: 0.000116 s, 1.779942 GiB/s 
Thread 1: 0.000116 s, 1.781869 GiB/s 
Thread 2: 0.000116 s, 1.779902 GiB/s 
Thread 3: 0.000116 s, 1.779784 GiB/s 
Thread 4: 0.000116 s, 1.780795 GiB/s 
Thread 5: 0.000115 s, 1.783679 GiB/s 
Thread 6: 0.000116 s, 1.782973 GiB/s 
Thread 7: 0.000116 s, 1.781186 GiB/s 
Thread 8: 0.000116 s, 1.781345 GiB/s 
Thread 9: 0.000116 s, 1.780697 GiB/s 
Thread 10: 0.000116 s, 1.779839 GiB/s 
Thread 11: 0.000116 s, 1.782830 GiB/s 
Thread 12: 0.000116 s, 1.780055 GiB/s 
Thread 13: 0.000116 s, 1.782174 GiB/s 
Thread 14: 0.000116 s, 1.781753 GiB/s 
Thread 15: 0.000116 s, 1.780438 GiB/s 
Thread 16: 0.000116 s, 1.780077 GiB/s 
Thread 17: 0.000116 s, 1.781981 GiB/s 
Thread 18: 0.000116 s, 1.779237 GiB/s 
Thread 19: 0.000116 s, 1.780430 GiB/s 
Thread 20: 0.000116 s, 1.782717 GiB/s 
Thread 21: 0.000116 s, 1.781008 GiB/s 
Thread 22: 0.000116 s, 1.782811 GiB/s 
Thread 23: 0.000116 s, 1.782250 GiB/s 
Thread 24: 0.000117 s, 1.754545 GiB/s 
Thread 25: 0.000127 s, 1.618232 GiB/s 
Thread 26: 0.000116 s, 1.782055 GiB/s 
Thread 27: 0.000115 s, 1.783541 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:6705152,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):24.000000,AvgTestRunTime(s):0.000128,CumulativeMemoryBandwidth(GiB/s):44.993639,TotalRunTime(s):0.128192,WSS(MiB):5.906250,
Thread 0: 0.000116 s, 1.777742 GiB/s 
Thread 1: 0.000116 s, 1.780659 GiB/s 
Thread 2: 0.000116 s, 1.781511 GiB/s 
Thread 3: 0.000116 s, 1.781498 GiB/s 
Thread 4: 0.000116 s, 1.780609 GiB/s 
Thread 5: 0.000137 s, 1.501136 GiB/s 
Thread 6: 0.000116 s, 1.782339 GiB/s 
Thread 7: 0.000116 s, 1.781897 GiB/s 
Thread 8: 0.000115 s, 1.784185 GiB/s 
Thread 9: 0.000115 s, 1.784751 GiB/s 
Thread 10: 0.000116 s, 1.781203 GiB/s 
Thread 11: 0.000116 s, 1.782827 GiB/s 
Thread 12: 0.000128 s, 1.603614 GiB/s 
Thread 13: 0.000116 s, 1.782016 GiB/s 
Thread 14: 0.000116 s, 1.782424 GiB/s 
Thread 15: 0.000115 s, 1.783498 GiB/s 
Thread 16: 0.000116 s, 1.782010 GiB/s 
Thread 17: 0.000116 s, 1.781027 GiB/s 
Thread 18: 0.000116 s, 1.782230 GiB/s 
Thread 19: 0.000122 s, 1.684605 GiB/s 
Thread 20: 0.000116 s, 1.781604 GiB/s 
Thread 21: 0.000116 s, 1.779019 GiB/s 
Thread 22: 0.000116 s, 1.782117 GiB/s 
Thread 23: 0.000116 s, 1.782201 GiB/s 
Thread 24: 0.000116 s, 1.780689 GiB/s 
Thread 25: 0.000116 s, 1.780930 GiB/s 
Thread 26: 0.000116 s, 1.781665 GiB/s 
Thread 27: 0.000116 s, 1.780913 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:6807552,num_threads:28,ntimes:1000,
