Thread 0: 0.000008 s, 0.015136 GiB/s 
Thread 14: 0.000050 s, 0.966637 GiB/s 
Thread 15: 0.000050 s, 0.966706 GiB/s 
Thread 16: 0.000050 s, 0.966641 GiB/s 
Thread 17: 0.000050 s, 0.966671 GiB/s 
Thread 18: 0.000050 s, 0.966655 GiB/s 
Thread 19: 0.000050 s, 0.966729 GiB/s 
Thread 20: 0.000050 s, 0.966714 GiB/s 
Thread 21: 0.000050 s, 0.966719 GiB/s 
Thread 22: 0.000050 s, 0.966625 GiB/s 
Thread 23: 0.000050 s, 0.966748 GiB/s 
Thread 24: 0.000050 s, 0.966709 GiB/s 
Thread 25: 0.000050 s, 0.966719 GiB/s 
Thread 26: 0.000050 s, 0.966728 GiB/s 
Thread 27: 0.000050 s, 0.966733 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1459200,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):45.000000,AvgTestRunTime(s):0.000050,CumulativeMemoryBandwidth(GiB/s):26.983000,TotalRunTime(s):0.503231,WSS(MiB):1.390457,Verification:SUCCESS,
Thread 0: 0.000043 s, 1.120811 GiB/s 
Thread 1: 0.000043 s, 1.120844 GiB/s 
Thread 2: 0.000043 s, 1.120872 GiB/s 
Thread 3: 0.000043 s, 1.120826 GiB/s 
Thread 4: 0.000043 s, 1.120887 GiB/s 
Thread 5: 0.000043 s, 1.120813 GiB/s 
Thread 6: 0.000043 s, 1.120868 GiB/s 
Thread 7: 0.000043 s, 1.120908 GiB/s 
Thread 8: 0.000043 s, 1.120895 GiB/s 
Thread 9: 0.000043 s, 1.120866 GiB/s 
Thread 10: 0.000043 s, 1.120846 GiB/s 
Thread 11: 0.000043 s, 1.120854 GiB/s 
Thread 12: 0.000043 s, 1.120830 GiB/s 
Thread 13: 0.000043 s, 1.120904 GiB/s 
Thread 14: 0.000043 s, 1.120842 GiB/s 
Thread 15: 0.000043 s, 1.120876 GiB/s 
Thread 16: 0.000043 s, 1.120941 GiB/s 
Thread 17: 0.000043 s, 1.120899 GiB/s 
Thread 18: 0.000043 s, 1.120892 GiB/s 
Thread 19: 0.000043 s, 1.120813 GiB/s 
Thread 20: 0.000043 s, 1.120814 GiB/s 
Thread 21: 0.000043 s, 1.120813 GiB/s 
Thread 22: 0.000043 s, 1.120891 GiB/s 
Thread 23: 0.000043 s, 1.120813 GiB/s 
Thread 24: 0.000043 s, 1.120814 GiB/s 
Thread 25: 0.000043 s, 1.120813 GiB/s 
Thread 26: 0.000043 s, 1.120815 GiB/s 
Thread 27: 0.000043 s, 1.120812 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1479680,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):45.000000,AvgTestRunTime(s):0.000043,CumulativeMemoryBandwidth(GiB/s):31.273595,TotalRunTime(s):0.434190,WSS(MiB):1.390457,Verification:SUCCESS,
Thread 0: 0.000047 s, 1.042722 GiB/s 
Thread 1: 0.000047 s, 1.042727 GiB/s 
Thread 2: 0.000047 s, 1.042734 GiB/s 
Thread 3: 0.000047 s, 1.042745 GiB/s 
Thread 4: 0.000047 s, 1.042744 GiB/s 
Thread 5: 0.000047 s, 1.042729 GiB/s 
Thread 6: 0.000047 s, 1.042742 GiB/s 
Thread 7: 0.000047 s, 1.042733 GiB/s 
Thread 8: 0.000047 s, 1.042729 GiB/s 
Thread 9: 0.000047 s, 1.042735 GiB/s 
Thread 10: 0.000047 s, 1.042799 GiB/s 
Thread 11: 0.000047 s, 1.042737 GiB/s 
Thread 12: 0.000047 s, 1.042729 GiB/s 
Thread 13: 0.000047 s, 1.042784 GiB/s 
Thread 14: 0.000047 s, 1.042737 GiB/s 
Thread 15: 0.000047 s, 1.042745 GiB/s 
Thread 16: 0.000047 s, 1.042738 GiB/s 
Thread 17: 0.000047 s, 1.042797 GiB/s 
Thread 18: 0.000047 s, 1.042742 GiB/s 
Thread 19: 0.000047 s, 1.042734 GiB/s 
Thread 20: 0.000047 s, 1.042727 GiB/s 
Thread 21: 0.000047 s, 1.042739 GiB/s 
Thread 22: 0.000047 s, 1.042762 GiB/s 
Thread 23: 0.000047 s, 1.042737 GiB/s 
Thread 24: 0.000047 s, 1.042810 GiB/s 
Thread 25: 0.000047 s, 1.042755 GiB/s 
Thread 26: 0.000047 s, 1.042777 GiB/s 
Thread 27: 0.000047 s, 1.042804 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1500160,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):45.000000,AvgTestRunTime(s):0.000047,CumulativeMemoryBandwidth(GiB/s):29.195187,TotalRunTime(s):0.465100,WSS(MiB):1.390457,Verification:SUCCESS,
Thread 0: 0.000044 s, 1.090570 GiB/s 
Thread 1: 0.000044 s, 1.090575 GiB/s 
Thread 2: 0.000044 s, 1.090581 GiB/s 
Thread 3: 0.000044 s, 1.090571 GiB/s 
Thread 4: 0.000044 s, 1.090570 GiB/s 
Thread 5: 0.000044 s, 1.090588 GiB/s 
Thread 6: 0.000044 s, 1.090570 GiB/s 
Thread 7: 0.000044 s, 1.090584 GiB/s 
Thread 8: 0.000044 s, 1.090570 GiB/s 
Thread 9: 0.000044 s, 1.090570 GiB/s 
Thread 10: 0.000044 s, 1.090570 GiB/s 
Thread 11: 0.000044 s, 1.090570 GiB/s 
Thread 12: 0.000044 s, 1.090576 GiB/s 
Thread 13: 0.000044 s, 1.090571 GiB/s 
Thread 14: 0.000044 s, 1.090632 GiB/s 
Thread 15: 0.000044 s, 1.090585 GiB/s 
Thread 16: 0.000044 s, 1.090569 GiB/s 
Thread 17: 0.000044 s, 1.090588 GiB/s 
Thread 18: 0.000044 s, 1.090573 GiB/s 
Thread 19: 0.000044 s, 1.090631 GiB/s 
Thread 20: 0.000044 s, 1.090589 GiB/s 
Thread 21: 0.000044 s, 1.090570 GiB/s 
Thread 22: 0.000044 s, 1.090569 GiB/s 
Thread 23: 0.000044 s, 1.090584 GiB/s 
Thread 24: 0.000044 s, 1.090637 GiB/s 
Thread 25: 0.000044 s, 1.090589 GiB/s 
Thread 26: 0.000044 s, 1.090575 GiB/s 
Thread 27: 0.000044 s, 1.090645 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1520640,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):45.000000,AvgTestRunTime(s):0.000044,CumulativeMemoryBandwidth(GiB/s):30.534889,TotalRunTime(s):0.444694,WSS(MiB):1.390457,Verification:SUCCESS,
Thread 0: 0.000043 s, 1.117379 GiB/s 
Thread 1: 0.000043 s, 1.117338 GiB/s 
Thread 2: 0.000043 s, 1.117299 GiB/s 
Thread 3: 0.000043 s, 1.117330 GiB/s 
Thread 4: 0.000043 s, 1.117301 GiB/s 
Thread 5: 0.000043 s, 1.117316 GiB/s 
Thread 6: 0.000043 s, 1.117329 GiB/s 
Thread 7: 0.000043 s, 1.117363 GiB/s 
Thread 8: 0.000043 s, 1.117366 GiB/s 
Thread 9: 0.000043 s, 1.117343 GiB/s 
Thread 10: 0.000043 s, 1.117333 GiB/s 
Thread 11: 0.000043 s, 1.117342 GiB/s 
Thread 12: 0.000043 s, 1.117312 GiB/s 
Thread 13: 0.000043 s, 1.117372 GiB/s 
Thread 14: 0.000043 s, 1.117358 GiB/s 
Thread 15: 0.000043 s, 1.117362 GiB/s 
Thread 16: 0.000043 s, 1.117307 GiB/s 
Thread 17: 0.000043 s, 1.117375 GiB/s 
Thread 18: 0.000043 s, 1.117347 GiB/s 
Thread 19: 0.000043 s, 1.117300 GiB/s 
Thread 20: 0.000043 s, 1.117301 GiB/s 
Thread 21: 0.000043 s, 1.117447 GiB/s 
Thread 22: 0.000043 s, 1.117300 GiB/s 
Thread 23: 0.000043 s, 1.117301 GiB/s 
Thread 24: 0.000043 s, 1.117303 GiB/s 
Thread 25: 0.000043 s, 1.117377 GiB/s 
Thread 26: 0.000043 s, 1.117302 GiB/s 
Thread 27: 0.000043 s, 1.117300 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1541120,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):45.000000,AvgTestRunTime(s):0.000044,CumulativeMemoryBandwidth(GiB/s):31.174651,TotalRunTime(s):0.435568,WSS(MiB):1.390457,Verification:SUCCESS,
Thread 0: 0.000043 s, 1.201975 GiB/s 
Thread 1: 0.000043 s, 1.201973 GiB/s 
Thread 2: 0.000043 s, 1.201958 GiB/s 
Thread 3: 0.000043 s, 1.201958 GiB/s 
Thread 4: 0.000043 s, 1.201981 GiB/s 
Thread 5: 0.000043 s, 1.201979 GiB/s 
Thread 6: 0.000043 s, 1.201980 GiB/s 
Thread 7: 0.000043 s, 1.201957 GiB/s 
Thread 8: 0.000043 s, 1.202002 GiB/s 
Thread 9: 0.000043 s, 1.201967 GiB/s 
Thread 10: 0.000043 s, 1.201979 GiB/s 
Thread 11: 0.000043 s, 1.201958 GiB/s 
Thread 12: 0.000043 s, 1.201966 GiB/s 
Thread 13: 0.000043 s, 1.201958 GiB/s 
Thread 14: 0.000043 s, 1.201974 GiB/s 
Thread 15: 0.000043 s, 1.201977 GiB/s 
Thread 16: 0.000043 s, 1.201977 GiB/s 
Thread 17: 0.000043 s, 1.201958 GiB/s 
Thread 18: 0.000043 s, 1.201965 GiB/s 
Thread 19: 0.000043 s, 1.201967 GiB/s 
Thread 20: 0.000043 s, 1.201966 GiB/s 
Thread 21: 0.000043 s, 1.201971 GiB/s 
Thread 22: 0.000043 s, 1.201966 GiB/s 
Thread 23: 0.000043 s, 1.201977 GiB/s 
Thread 24: 0.000043 s, 1.201975 GiB/s 
Thread 25: 0.000043 s, 1.201973 GiB/s 
Thread 26: 0.000043 s, 1.201958 GiB/s 
Thread 27: 0.000043 s, 1.201976 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1561600,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):46.000000,AvgTestRunTime(s):0.000043,CumulativeMemoryBandwidth(GiB/s):33.650934,TotalRunTime(s):0.431019,WSS(MiB):1.485229,Verification:SUCCESS,
Thread 0: 0.000052 s, 1.001761 GiB/s 
Thread 1: 0.000052 s, 1.001757 GiB/s 
Thread 2: 0.000052 s, 1.001702 GiB/s 
Thread 3: 0.000052 s, 1.001704 GiB/s 
Thread 4: 0.000052 s, 1.001702 GiB/s 
Thread 5: 0.000052 s, 1.001705 GiB/s 
Thread 6: 0.000052 s, 1.001708 GiB/s 
Thread 7: 0.000052 s, 1.001707 GiB/s 
Thread 8: 0.000052 s, 1.001708 GiB/s 
Thread 9: 0.000052 s, 1.001749 GiB/s 
Thread 10: 0.000052 s, 1.001749 GiB/s 
Thread 11: 0.000052 s, 1.001706 GiB/s 
Thread 12: 0.000052 s, 1.001706 GiB/s 
Thread 13: 0.000052 s, 1.001764 GiB/s 
Thread 14: 0.000052 s, 1.001699 GiB/s 
Thread 15: 0.000052 s, 1.001704 GiB/s 
Thread 16: 0.000052 s, 1.001701 GiB/s 
Thread 17: 0.000052 s, 1.001695 GiB/s 
Thread 18: 0.000052 s, 1.001766 GiB/s 
Thread 19: 0.000052 s, 1.001699 GiB/s 
Thread 20: 0.000052 s, 1.001705 GiB/s 
Thread 21: 0.000052 s, 1.001707 GiB/s 
Thread 22: 0.000052 s, 1.001702 GiB/s 
Thread 23: 0.000052 s, 1.001706 GiB/s 
Thread 24: 0.000052 s, 1.001707 GiB/s 
Thread 25: 0.000052 s, 1.001705 GiB/s 
Thread 26: 0.000052 s, 1.001766 GiB/s 
Thread 27: 0.000052 s, 1.001701 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1582080,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):46.000000,AvgTestRunTime(s):0.000052,CumulativeMemoryBandwidth(GiB/s):28.046556,TotalRunTime(s):0.517147,WSS(MiB):1.485229,Verification:SUCCESS,
Thread 0: 0.000046 s, 1.134155 GiB/s 
Thread 1: 0.000046 s, 1.134142 GiB/s 
Thread 2: 0.000046 s, 1.134147 GiB/s 
Thread 3: 0.000046 s, 1.134154 GiB/s 
Thread 4: 0.000046 s, 1.134149 GiB/s 
Thread 5: 0.000046 s, 1.134142 GiB/s 
Thread 6: 0.000046 s, 1.134144 GiB/s 
Thread 7: 0.000046 s, 1.134158 GiB/s 
Thread 8: 0.000046 s, 1.134141 GiB/s 
Thread 9: 0.000046 s, 1.134150 GiB/s 
Thread 10: 0.000046 s, 1.134153 GiB/s 
Thread 11: 0.000046 s, 1.134152 GiB/s 
Thread 12: 0.000046 s, 1.134147 GiB/s 
Thread 13: 0.000046 s, 1.134145 GiB/s 
Thread 14: 0.000046 s, 1.134152 GiB/s 
Thread 15: 0.000046 s, 1.134145 GiB/s 
Thread 16: 0.000046 s, 1.134154 GiB/s 
Thread 17: 0.000046 s, 1.134144 GiB/s 
Thread 18: 0.000046 s, 1.134152 GiB/s 
Thread 19: 0.000046 s, 1.134157 GiB/s 
Thread 20: 0.000046 s, 1.134157 GiB/s 
Thread 21: 0.000046 s, 1.134141 GiB/s 
Thread 22: 0.000046 s, 1.134156 GiB/s 
Thread 23: 0.000046 s, 1.134150 GiB/s 
Thread 24: 0.000046 s, 1.134158 GiB/s 
Thread 25: 0.000046 s, 1.134145 GiB/s 
Thread 26: 0.000046 s, 1.134141 GiB/s 
Thread 27: 0.000046 s, 1.134150 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1602560,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):46.000000,AvgTestRunTime(s):0.000046,CumulativeMemoryBandwidth(GiB/s):31.754939,TotalRunTime(s):0.456754,WSS(MiB):1.485229,Verification:SUCCESS,
Thread 0: 0.000050 s, 1.026496 GiB/s 
Thread 1: 0.000050 s, 1.026450 GiB/s 
Thread 2: 0.000050 s, 1.026451 GiB/s 
Thread 3: 0.000050 s, 1.026455 GiB/s 
Thread 4: 0.000050 s, 1.026450 GiB/s 
Thread 5: 0.000050 s, 1.026456 GiB/s 
Thread 6: 0.000050 s, 1.026459 GiB/s 
Thread 7: 0.000050 s, 1.026462 GiB/s 
Thread 8: 0.000050 s, 1.026457 GiB/s 
Thread 9: 0.000050 s, 1.026461 GiB/s 
Thread 10: 0.000050 s, 1.026462 GiB/s 
Thread 11: 0.000050 s, 1.026456 GiB/s 
Thread 12: 0.000050 s, 1.026495 GiB/s 
Thread 13: 0.000050 s, 1.026457 GiB/s 
Thread 14: 0.000050 s, 1.026461 GiB/s 
Thread 15: 0.000050 s, 1.026455 GiB/s 
Thread 16: 0.000050 s, 1.026462 GiB/s 
Thread 17: 0.000050 s, 1.026453 GiB/s 
Thread 18: 0.000050 s, 1.026460 GiB/s 
Thread 19: 0.000050 s, 1.026462 GiB/s 
Thread 20: 0.000050 s, 1.026457 GiB/s 
Thread 21: 0.000050 s, 1.026459 GiB/s 
Thread 22: 0.000050 s, 1.026497 GiB/s 
Thread 23: 0.000050 s, 1.026455 GiB/s 
Thread 24: 0.000050 s, 1.026460 GiB/s 
Thread 25: 0.000050 s, 1.026491 GiB/s 
Thread 26: 0.000050 s, 1.026498 GiB/s 
Thread 27: 0.000050 s, 1.026461 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1623040,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):46.000000,AvgTestRunTime(s):0.000050,CumulativeMemoryBandwidth(GiB/s):28.739786,TotalRunTime(s):0.504673,WSS(MiB):1.485229,Verification:SUCCESS,
Thread 0: 0.000049 s, 1.048654 GiB/s 
Thread 1: 0.000049 s, 1.048618 GiB/s 
Thread 2: 0.000049 s, 1.048574 GiB/s 
Thread 3: 0.000049 s, 1.048612 GiB/s 
Thread 4: 0.000049 s, 1.048660 GiB/s 
Thread 5: 0.000049 s, 1.048591 GiB/s 
Thread 6: 0.000049 s, 1.048624 GiB/s 
Thread 7: 0.000049 s, 1.048652 GiB/s 
Thread 8: 0.000049 s, 1.048616 GiB/s 
Thread 9: 0.000049 s, 1.048601 GiB/s 
Thread 10: 0.000049 s, 1.048633 GiB/s 
Thread 11: 0.000049 s, 1.048657 GiB/s 
Thread 12: 0.000049 s, 1.048628 GiB/s 
Thread 13: 0.000049 s, 1.048605 GiB/s 
Thread 14: 0.000049 s, 1.048647 GiB/s 
Thread 15: 0.000049 s, 1.048584 GiB/s 
Thread 16: 0.000049 s, 1.048644 GiB/s 
Thread 17: 0.000049 s, 1.048629 GiB/s 
Thread 18: 0.000049 s, 1.048594 GiB/s 
Thread 19: 0.000049 s, 1.048674 GiB/s 
Thread 20: 0.000049 s, 1.048663 GiB/s 
Thread 21: 0.000049 s, 1.048598 GiB/s 
Thread 22: 0.000049 s, 1.048579 GiB/s 
Thread 23: 0.000049 s, 1.048577 GiB/s 
Thread 24: 0.000049 s, 1.048587 GiB/s 
Thread 25: 0.000049 s, 1.048659 GiB/s 
Thread 26: 0.000049 s, 1.048578 GiB/s 
Thread 27: 0.000049 s, 1.048596 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1643520,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):46.000000,AvgTestRunTime(s):0.000050,CumulativeMemoryBandwidth(GiB/s):29.269239,TotalRunTime(s):0.495544,WSS(MiB):1.485229,Verification:SUCCESS,
Thread 0: 0.000040 s, 1.368445 GiB/s 
Thread 1: 0.000040 s, 1.368446 GiB/s 
Thread 2: 0.000040 s, 1.368478 GiB/s 
Thread 3: 0.000040 s, 1.368476 GiB/s 
Thread 4: 0.000040 s, 1.368445 GiB/s 
Thread 5: 0.000040 s, 1.368478 GiB/s 
Thread 6: 0.000040 s, 1.368445 GiB/s 
Thread 7: 0.000040 s, 1.368501 GiB/s 
Thread 8: 0.000040 s, 1.368458 GiB/s 
Thread 9: 0.000040 s, 1.368461 GiB/s 
Thread 10: 0.000040 s, 1.368448 GiB/s 
Thread 11: 0.000040 s, 1.368461 GiB/s 
Thread 12: 0.000040 s, 1.368446 GiB/s 
Thread 13: 0.000040 s, 1.368445 GiB/s 
Thread 14: 0.000040 s, 1.368480 GiB/s 
Thread 15: 0.000040 s, 1.368456 GiB/s 
Thread 16: 0.000040 s, 1.368451 GiB/s 
Thread 17: 0.000040 s, 1.368477 GiB/s 
Thread 18: 0.000040 s, 1.368458 GiB/s 
Thread 19: 0.000040 s, 1.368457 GiB/s 
Thread 20: 0.000040 s, 1.368461 GiB/s 
Thread 21: 0.000040 s, 1.368456 GiB/s 
Thread 22: 0.000040 s, 1.368463 GiB/s 
Thread 23: 0.000040 s, 1.368479 GiB/s 
Thread 24: 0.000040 s, 1.368459 GiB/s 
Thread 25: 0.000040 s, 1.368444 GiB/s 
Thread 26: 0.000040 s, 1.368458 GiB/s 
Thread 27: 0.000040 s, 1.368461 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1664000,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):47.000000,AvgTestRunTime(s):0.000040,CumulativeMemoryBandwidth(GiB/s):38.315097,TotalRunTime(s):0.403779,WSS(MiB):1.584213,Verification:SUCCESS,
Thread 0: 0.000043 s, 1.299809 GiB/s 
Thread 1: 0.000043 s, 1.299803 GiB/s 
Thread 2: 0.000043 s, 1.299799 GiB/s 
Thread 3: 0.000043 s, 1.299798 GiB/s 
Thread 4: 0.000043 s, 1.299805 GiB/s 
Thread 5: 0.000043 s, 1.299815 GiB/s 
Thread 6: 0.000043 s, 1.299807 GiB/s 
Thread 7: 0.000043 s, 1.299833 GiB/s 
Thread 8: 0.000043 s, 1.299834 GiB/s 
Thread 9: 0.000043 s, 1.299834 GiB/s 
Thread 10: 0.000043 s, 1.299831 GiB/s 
Thread 11: 0.000043 s, 1.299801 GiB/s 
Thread 12: 0.000043 s, 1.299778 GiB/s 
Thread 13: 0.000043 s, 1.299813 GiB/s 
Thread 14: 0.000043 s, 1.299834 GiB/s 
Thread 15: 0.000043 s, 1.299827 GiB/s 
Thread 16: 0.000043 s, 1.299811 GiB/s 
Thread 17: 0.000043 s, 1.299783 GiB/s 
Thread 18: 0.000043 s, 1.299822 GiB/s 
Thread 19: 0.000043 s, 1.299791 GiB/s 
Thread 20: 0.000043 s, 1.299792 GiB/s 
Thread 21: 0.000043 s, 1.299834 GiB/s 
Thread 22: 0.000043 s, 1.299792 GiB/s 
Thread 23: 0.000043 s, 1.299788 GiB/s 
Thread 24: 0.000043 s, 1.299797 GiB/s 
Thread 25: 0.000043 s, 1.299794 GiB/s 
Thread 26: 0.000043 s, 1.299806 GiB/s 
Thread 27: 0.000043 s, 1.299806 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1684480,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):47.000000,AvgTestRunTime(s):0.000043,CumulativeMemoryBandwidth(GiB/s):36.392388,TotalRunTime(s):0.425112,WSS(MiB):1.584213,Verification:SUCCESS,
Thread 0: 0.000054 s, 1.032233 GiB/s 
Thread 1: 0.000054 s, 1.032226 GiB/s 
Thread 2: 0.000054 s, 1.032211 GiB/s 
Thread 3: 0.000054 s, 1.032213 GiB/s 
Thread 4: 0.000053 s, 1.035152 GiB/s 
Thread 5: 0.000053 s, 1.035145 GiB/s 
Thread 6: 0.000054 s, 1.032214 GiB/s 
Thread 7: 0.000053 s, 1.035153 GiB/s 
Thread 8: 0.000054 s, 1.032214 GiB/s 
Thread 9: 0.000054 s, 1.032211 GiB/s 
Thread 10: 0.000054 s, 1.032218 GiB/s 
Thread 11: 0.000053 s, 1.035153 GiB/s 
Thread 12: 0.000054 s, 1.032225 GiB/s 
Thread 13: 0.000053 s, 1.035165 GiB/s 
Thread 14: 0.000054 s, 1.032223 GiB/s 
Thread 15: 0.000054 s, 1.032211 GiB/s 
Thread 16: 0.000054 s, 1.032222 GiB/s 
Thread 17: 0.000054 s, 1.032225 GiB/s 
Thread 18: 0.000054 s, 1.032247 GiB/s 
Thread 19: 0.000054 s, 1.032211 GiB/s 
Thread 20: 0.000054 s, 1.032229 GiB/s 
Thread 21: 0.000053 s, 1.035191 GiB/s 
Thread 22: 0.000054 s, 1.032214 GiB/s 
Thread 23: 0.000053 s, 1.034781 GiB/s 
Thread 24: 0.000053 s, 1.035161 GiB/s 
Thread 25: 0.000054 s, 1.032215 GiB/s 
Thread 26: 0.000053 s, 1.035171 GiB/s 
Thread 27: 0.000054 s, 1.032214 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1704960,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):47.000000,AvgTestRunTime(s):0.000054,CumulativeMemoryBandwidth(GiB/s):28.822032,TotalRunTime(s):0.536771,WSS(MiB):1.584213,Verification:SUCCESS,
Thread 0: 0.000046 s, 1.189481 GiB/s 
Thread 1: 0.000046 s, 1.189468 GiB/s 
Thread 2: 0.000046 s, 1.189547 GiB/s 
Thread 3: 0.000046 s, 1.189491 GiB/s 
Thread 4: 0.000046 s, 1.189467 GiB/s 
Thread 5: 0.000046 s, 1.189506 GiB/s 
Thread 6: 0.000046 s, 1.189498 GiB/s 
Thread 7: 0.000046 s, 1.189529 GiB/s 
Thread 8: 0.000046 s, 1.189479 GiB/s 
Thread 9: 0.000046 s, 1.189484 GiB/s 
Thread 10: 0.000046 s, 1.189523 GiB/s 
Thread 11: 0.000046 s, 1.193410 GiB/s 
Thread 12: 0.000046 s, 1.193426 GiB/s 
Thread 13: 0.000046 s, 1.189483 GiB/s 
Thread 14: 0.000046 s, 1.189472 GiB/s 
Thread 15: 0.000046 s, 1.189469 GiB/s 
Thread 16: 0.000046 s, 1.193422 GiB/s 
Thread 17: 0.000046 s, 1.189467 GiB/s 
Thread 18: 0.000046 s, 1.189482 GiB/s 
Thread 19: 0.000046 s, 1.189469 GiB/s 
Thread 20: 0.000046 s, 1.189468 GiB/s 
Thread 21: 0.000046 s, 1.193384 GiB/s 
Thread 22: 0.000046 s, 1.193393 GiB/s 
Thread 23: 0.000046 s, 1.193408 GiB/s 
Thread 24: 0.000046 s, 1.193387 GiB/s 
Thread 25: 0.000046 s, 1.189466 GiB/s 
Thread 26: 0.000046 s, 1.189598 GiB/s 
Thread 27: 0.000046 s, 1.193381 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1725440,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):47.000000,AvgTestRunTime(s):0.000047,CumulativeMemoryBandwidth(GiB/s):33.197219,TotalRunTime(s):0.466028,WSS(MiB):1.584213,Verification:SUCCESS,
Thread 0: 0.000036 s, 1.517498 GiB/s 
Thread 1: 0.000036 s, 1.517507 GiB/s 
Thread 2: 0.000036 s, 1.517501 GiB/s 
Thread 3: 0.000036 s, 1.517499 GiB/s 
Thread 4: 0.000036 s, 1.517501 GiB/s 
Thread 5: 0.000036 s, 1.517504 GiB/s 
Thread 6: 0.000036 s, 1.517499 GiB/s 
Thread 7: 0.000036 s, 1.517499 GiB/s 
Thread 8: 0.000036 s, 1.517508 GiB/s 
Thread 9: 0.000036 s, 1.517503 GiB/s 
Thread 10: 0.000036 s, 1.517502 GiB/s 
Thread 11: 0.000036 s, 1.517503 GiB/s 
Thread 12: 0.000036 s, 1.517498 GiB/s 
Thread 13: 0.000036 s, 1.517505 GiB/s 
Thread 14: 0.000036 s, 1.517500 GiB/s 
Thread 15: 0.000036 s, 1.517504 GiB/s 
Thread 16: 0.000036 s, 1.517503 GiB/s 
Thread 17: 0.000036 s, 1.517502 GiB/s 
Thread 18: 0.000036 s, 1.517507 GiB/s 
Thread 19: 0.000036 s, 1.517506 GiB/s 
Thread 20: 0.000036 s, 1.517498 GiB/s 
Thread 21: 0.000036 s, 1.517504 GiB/s 
Thread 22: 0.000036 s, 1.517500 GiB/s 
Thread 23: 0.000036 s, 1.517506 GiB/s 
Thread 24: 0.000036 s, 1.517504 GiB/s 
Thread 25: 0.000036 s, 1.517505 GiB/s 
Thread 26: 0.000036 s, 1.517504 GiB/s 
Thread 27: 0.000036 s, 1.517501 GiB/s 
Executable:./../bin/adapt_membench_stencil_3d_untiled_schedule_static,wss:1745920,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):47.000000,AvgTestRunTime(s):0.000036,CumulativeMemoryBandwidth(GiB/s):42.488279,TotalRunTime(s):0.364120,WSS(MiB):1.584213,Verification:SUCCESS,
Thread 0: 0.000048 s, 1.141708 GiB/s 
Thread 1: 0.000048 s, 1.141710 GiB/s 
Thread 2: 0.000048 s, 1.141710 GiB/s 
Thread 3: 0.000048 s, 1.141708 GiB/s 
Thread 4: 0.000048 s, 1.141712 GiB/s 
Thread 5: 0.000048 s, 1.141707 GiB/s 
Thread 6: 0.000048 s, 1.141711 GiB/s 
Thread 7: 0.000048 s, 1.141711 GiB/s 
Thread 8: 0.000048 s, 1.141710 GiB/s 
Thread 9: 0.000048 s, 1.141709 GiB/s 
Thread 10: 0.000048 s, 1.141710 GiB/s 
Thread 11: 0.000048 s, 1.141709 GiB/s 
Thread 12: 0.000048 s, 1.141708 GiB/s 
Thread 13: 0.000048 s, 1.141708 GiB/s 
Thread 14: 0.000048 s, 1.141710 GiB/s 
Thread 15: 0.000048 s, 1.141709 GiB/s 
Thread 16: 0.000048 s, 1.141707 GiB/s 
Thread 17: 0.000048 s, 1.141707 GiB/s 
Thread 18: 0.000048 s, 1.141709 GiB/s 
Thread 19: 0.000048 s, 1.141707 GiB/s 
Thread 20: 0.000048 s, 1.141710 GiB/s 
Thread 21: 0.000048 s, 1.141709 GiB/s 
