Thread 0: 0.000014 s, 0.011983 GiB/s 
Thread 18: 0.000011 s, 6.385672 GiB/s 
Thread 19: 0.000011 s, 6.385759 GiB/s 
Thread 20: 0.000011 s, 6.385625 GiB/s 
Thread 21: 0.000011 s, 6.385648 GiB/s 
Thread 22: 0.000011 s, 6.385630 GiB/s 
Thread 23: 0.000011 s, 6.385626 GiB/s 
Thread 24: 0.000011 s, 6.385644 GiB/s 
Thread 25: 0.000011 s, 6.385582 GiB/s 
Thread 26: 0.000011 s, 6.385595 GiB/s 
Thread 27: 0.000011 s, 6.385611 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:2097152,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):131072.000000,AvgTestRunTime(s):0.000011,CumulativeMemoryBandwidth(GiB/s):177.430848,TotalRunTime(s):0.110078,WSS(MiB):2.000000,Verification:SUCCESS,
Thread 0: 0.000011 s, 6.521265 GiB/s 
Thread 1: 0.000011 s, 6.521295 GiB/s 
Thread 2: 0.000011 s, 6.521208 GiB/s 
Thread 3: 0.000011 s, 6.521363 GiB/s 
Thread 4: 0.000011 s, 6.521346 GiB/s 
Thread 5: 0.000011 s, 6.521357 GiB/s 
Thread 6: 0.000011 s, 6.521365 GiB/s 
Thread 7: 0.000011 s, 6.521392 GiB/s 
Thread 8: 0.000011 s, 6.521336 GiB/s 
Thread 9: 0.000011 s, 6.521394 GiB/s 
Thread 10: 0.000011 s, 6.521313 GiB/s 
Thread 11: 0.000011 s, 6.521223 GiB/s 
Thread 12: 0.000011 s, 6.521227 GiB/s 
Thread 13: 0.000011 s, 6.521375 GiB/s 
Thread 14: 0.000011 s, 6.521245 GiB/s 
Thread 15: 0.000011 s, 6.521196 GiB/s 
Thread 16: 0.000011 s, 6.521237 GiB/s 
Thread 17: 0.000011 s, 6.521222 GiB/s 
Thread 18: 0.000011 s, 6.521245 GiB/s 
Thread 19: 0.000011 s, 6.521185 GiB/s 
Thread 20: 0.000011 s, 6.521243 GiB/s 
Thread 21: 0.000011 s, 6.521200 GiB/s 
Thread 22: 0.000011 s, 6.521274 GiB/s 
Thread 23: 0.000011 s, 6.521381 GiB/s 
Thread 24: 0.000011 s, 6.521197 GiB/s 
Thread 25: 0.000011 s, 6.521195 GiB/s 
Thread 26: 0.000011 s, 6.521210 GiB/s 
Thread 27: 0.000011 s, 6.521235 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:2199552,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):137472.000000,AvgTestRunTime(s):0.000011,CumulativeMemoryBandwidth(GiB/s):182.568453,TotalRunTime(s):0.112204,WSS(MiB):2.097656,Verification:SUCCESS,
Thread 0: 0.000011 s, 7.031948 GiB/s 
Thread 1: 0.000011 s, 7.032823 GiB/s 
Thread 2: 0.000011 s, 7.032100 GiB/s 
Thread 3: 0.000011 s, 7.032008 GiB/s 
Thread 4: 0.000011 s, 7.032087 GiB/s 
Thread 5: 0.000011 s, 7.032095 GiB/s 
Thread 6: 0.000011 s, 7.032487 GiB/s 
Thread 7: 0.000011 s, 7.032074 GiB/s 
Thread 8: 0.000011 s, 7.032868 GiB/s 
Thread 9: 0.000011 s, 7.032046 GiB/s 
Thread 10: 0.000011 s, 7.032796 GiB/s 
Thread 11: 0.000011 s, 7.031948 GiB/s 
Thread 12: 0.000011 s, 7.032069 GiB/s 
Thread 13: 0.000011 s, 7.031955 GiB/s 
Thread 14: 0.000011 s, 7.033295 GiB/s 
Thread 15: 0.000011 s, 7.032013 GiB/s 
Thread 16: 0.000011 s, 7.032953 GiB/s 
Thread 17: 0.000011 s, 7.033325 GiB/s 
Thread 18: 0.000011 s, 7.032031 GiB/s 
Thread 19: 0.000011 s, 7.132707 GiB/s 
Thread 20: 0.000011 s, 7.032370 GiB/s 
Thread 21: 0.000011 s, 7.031945 GiB/s 
Thread 22: 0.000011 s, 7.033343 GiB/s 
Thread 23: 0.000011 s, 7.031995 GiB/s 
Thread 24: 0.000011 s, 7.033543 GiB/s 
Thread 25: 0.000011 s, 7.033220 GiB/s 
Thread 26: 0.000011 s, 7.032052 GiB/s 
Thread 27: 0.000011 s, 7.032058 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:2301952,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):143872.000000,AvgTestRunTime(s):0.000011,CumulativeMemoryBandwidth(GiB/s):194.177692,TotalRunTime(s):0.110407,WSS(MiB):2.195312,Verification:SUCCESS,
Thread 0: 0.000013 s, 6.233482 GiB/s 
Thread 1: 0.000013 s, 6.233053 GiB/s 
Thread 2: 0.000013 s, 6.233078 GiB/s 
Thread 3: 0.000013 s, 6.233009 GiB/s 
Thread 4: 0.000013 s, 6.233721 GiB/s 
Thread 5: 0.000013 s, 6.233044 GiB/s 
Thread 6: 0.000013 s, 6.233032 GiB/s 
Thread 7: 0.000013 s, 6.233024 GiB/s 
Thread 8: 0.000013 s, 6.233043 GiB/s 
Thread 9: 0.000013 s, 6.233114 GiB/s 
Thread 10: 0.000013 s, 6.232995 GiB/s 
Thread 11: 0.000013 s, 6.233042 GiB/s 
Thread 12: 0.000013 s, 6.233089 GiB/s 
Thread 13: 0.000013 s, 6.233063 GiB/s 
Thread 14: 0.000013 s, 6.233072 GiB/s 
Thread 15: 0.000013 s, 6.233005 GiB/s 
Thread 16: 0.000013 s, 6.232991 GiB/s 
Thread 17: 0.000013 s, 6.233004 GiB/s 
Thread 18: 0.000013 s, 6.233023 GiB/s 
Thread 19: 0.000013 s, 6.233113 GiB/s 
Thread 20: 0.000013 s, 6.233099 GiB/s 
Thread 21: 0.000013 s, 6.233120 GiB/s 
Thread 22: 0.000013 s, 6.233127 GiB/s 
Thread 23: 0.000013 s, 6.233007 GiB/s 
Thread 24: 0.000013 s, 6.233143 GiB/s 
Thread 25: 0.000013 s, 6.233016 GiB/s 
Thread 26: 0.000013 s, 6.233043 GiB/s 
Thread 27: 0.000013 s, 6.233078 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:2404352,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):150272.000000,AvgTestRunTime(s):0.000013,CumulativeMemoryBandwidth(GiB/s):173.442535,TotalRunTime(s):0.129105,WSS(MiB):2.292969,Verification:SUCCESS,
Thread 0: 0.000012 s, 6.718683 GiB/s 
Thread 1: 0.000012 s, 6.718578 GiB/s 
Thread 2: 0.000012 s, 6.719778 GiB/s 
Thread 3: 0.000012 s, 6.718380 GiB/s 
Thread 4: 0.000012 s, 6.718022 GiB/s 
Thread 5: 0.000012 s, 6.718662 GiB/s 
Thread 6: 0.000012 s, 6.718498 GiB/s 
Thread 7: 0.000012 s, 6.718746 GiB/s 
Thread 8: 0.000012 s, 6.801812 GiB/s 
Thread 9: 0.000012 s, 6.801628 GiB/s 
Thread 10: 0.000012 s, 6.718973 GiB/s 
Thread 11: 0.000012 s, 6.718642 GiB/s 
Thread 12: 0.000012 s, 6.718366 GiB/s 
Thread 13: 0.000012 s, 6.718256 GiB/s 
Thread 14: 0.000012 s, 6.718891 GiB/s 
Thread 15: 0.000012 s, 6.718470 GiB/s 
Thread 16: 0.000012 s, 6.718017 GiB/s 
Thread 17: 0.000012 s, 6.786144 GiB/s 
Thread 18: 0.000012 s, 6.801794 GiB/s 
Thread 19: 0.000012 s, 6.718430 GiB/s 
Thread 20: 0.000012 s, 6.801649 GiB/s 
Thread 21: 0.000012 s, 6.801766 GiB/s 
Thread 22: 0.000012 s, 6.801872 GiB/s 
Thread 23: 0.000012 s, 6.802214 GiB/s 
Thread 24: 0.000012 s, 6.718420 GiB/s 
Thread 25: 0.000012 s, 6.719911 GiB/s 
Thread 26: 0.000012 s, 6.719950 GiB/s 
Thread 27: 0.000012 s, 6.718507 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:2506752,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):156672.000000,AvgTestRunTime(s):0.000013,CumulativeMemoryBandwidth(GiB/s):185.841363,TotalRunTime(s):0.125623,WSS(MiB):2.390625,Verification:SUCCESS,
Thread 0: 0.000013 s, 6.452878 GiB/s 
Thread 1: 0.000013 s, 6.452861 GiB/s 
Thread 2: 0.000013 s, 6.453042 GiB/s 
Thread 3: 0.000013 s, 6.452972 GiB/s 
Thread 4: 0.000013 s, 6.452862 GiB/s 
Thread 5: 0.000013 s, 6.453051 GiB/s 
Thread 6: 0.000013 s, 6.452884 GiB/s 
Thread 7: 0.000013 s, 6.452845 GiB/s 
Thread 8: 0.000013 s, 6.452908 GiB/s 
Thread 9: 0.000013 s, 6.453050 GiB/s 
Thread 10: 0.000013 s, 6.452846 GiB/s 
Thread 11: 0.000013 s, 6.452906 GiB/s 
Thread 12: 0.000013 s, 6.452911 GiB/s 
Thread 13: 0.000013 s, 6.453060 GiB/s 
Thread 14: 0.000013 s, 6.452907 GiB/s 
Thread 15: 0.000013 s, 6.453040 GiB/s 
Thread 16: 0.000013 s, 6.452966 GiB/s 
Thread 17: 0.000013 s, 6.453003 GiB/s 
Thread 18: 0.000013 s, 6.452982 GiB/s 
Thread 19: 0.000013 s, 6.452975 GiB/s 
Thread 20: 0.000013 s, 6.452921 GiB/s 
Thread 21: 0.000013 s, 6.453004 GiB/s 
Thread 22: 0.000013 s, 6.452962 GiB/s 
Thread 23: 0.000013 s, 6.452865 GiB/s 
Thread 24: 0.000013 s, 6.452963 GiB/s 
Thread 25: 0.000013 s, 6.453037 GiB/s 
Thread 26: 0.000013 s, 6.452857 GiB/s 
Thread 27: 0.000013 s, 6.452878 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:2609152,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):163072.000000,AvgTestRunTime(s):0.000014,CumulativeMemoryBandwidth(GiB/s):179.703010,TotalRunTime(s):0.135221,WSS(MiB):2.488281,Verification:SUCCESS,
Thread 0: 0.000012 s, 7.703975 GiB/s 
Thread 1: 0.000012 s, 7.704096 GiB/s 
Thread 2: 0.000012 s, 7.703892 GiB/s 
Thread 3: 0.000012 s, 7.703779 GiB/s 
Thread 4: 0.000012 s, 7.703976 GiB/s 
Thread 5: 0.000012 s, 7.704062 GiB/s 
Thread 6: 0.000012 s, 7.703772 GiB/s 
Thread 7: 0.000012 s, 7.704132 GiB/s 
Thread 8: 0.000012 s, 7.703893 GiB/s 
Thread 9: 0.000012 s, 7.704096 GiB/s 
Thread 10: 0.000012 s, 7.703792 GiB/s 
Thread 11: 0.000012 s, 7.703975 GiB/s 
Thread 12: 0.000012 s, 7.703766 GiB/s 
Thread 13: 0.000012 s, 7.704101 GiB/s 
Thread 14: 0.000012 s, 7.703783 GiB/s 
Thread 15: 0.000012 s, 7.703798 GiB/s 
Thread 16: 0.000012 s, 7.703925 GiB/s 
Thread 17: 0.000012 s, 7.704120 GiB/s 
Thread 18: 0.000012 s, 7.703955 GiB/s 
Thread 19: 0.000012 s, 7.703811 GiB/s 
Thread 20: 0.000012 s, 7.703965 GiB/s 
Thread 21: 0.000012 s, 7.703799 GiB/s 
Thread 22: 0.000012 s, 7.704105 GiB/s 
Thread 23: 0.000012 s, 7.704171 GiB/s 
Thread 24: 0.000012 s, 7.703759 GiB/s 
Thread 25: 0.000012 s, 7.704060 GiB/s 
Thread 26: 0.000012 s, 7.703776 GiB/s 
Thread 27: 0.000012 s, 7.703780 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:2711552,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):169472.000000,AvgTestRunTime(s):0.000012,CumulativeMemoryBandwidth(GiB/s):215.677770,TotalRunTime(s):0.117088,WSS(MiB):2.585938,Verification:SUCCESS,
Thread 0: 0.000012 s, 8.073760 GiB/s 
Thread 1: 0.000012 s, 8.073916 GiB/s 
Thread 2: 0.000012 s, 8.073633 GiB/s 
Thread 3: 0.000012 s, 8.073774 GiB/s 
Thread 4: 0.000012 s, 8.073621 GiB/s 
Thread 5: 0.000012 s, 8.073818 GiB/s 
Thread 6: 0.000012 s, 8.073792 GiB/s 
Thread 7: 0.000012 s, 8.073689 GiB/s 
Thread 8: 0.000012 s, 8.073610 GiB/s 
Thread 9: 0.000012 s, 8.073644 GiB/s 
Thread 10: 0.000012 s, 8.073612 GiB/s 
Thread 11: 0.000012 s, 8.073893 GiB/s 
Thread 12: 0.000012 s, 8.073818 GiB/s 
Thread 13: 0.000012 s, 8.073803 GiB/s 
Thread 14: 0.000012 s, 8.073607 GiB/s 
Thread 15: 0.000012 s, 8.073801 GiB/s 
Thread 16: 0.000012 s, 8.073690 GiB/s 
Thread 17: 0.000012 s, 8.073894 GiB/s 
Thread 18: 0.000012 s, 8.074363 GiB/s 
Thread 19: 0.000012 s, 8.073832 GiB/s 
Thread 20: 0.000012 s, 8.074333 GiB/s 
Thread 21: 0.000012 s, 8.073730 GiB/s 
Thread 22: 0.000012 s, 8.074771 GiB/s 
Thread 23: 0.000012 s, 8.073900 GiB/s 
Thread 24: 0.000012 s, 8.073662 GiB/s 
Thread 25: 0.000012 s, 8.073832 GiB/s 
Thread 26: 0.000012 s, 8.074402 GiB/s 
Thread 27: 0.000012 s, 8.073643 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:2813952,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):175872.000000,AvgTestRunTime(s):0.000012,CumulativeMemoryBandwidth(GiB/s):223.140244,TotalRunTime(s):0.117446,WSS(MiB):2.683594,Verification:SUCCESS,
Thread 0: 0.000014 s, 6.732484 GiB/s 
Thread 1: 0.000014 s, 6.732969 GiB/s 
Thread 2: 0.000014 s, 6.733862 GiB/s 
Thread 3: 0.000014 s, 6.732525 GiB/s 
Thread 4: 0.000014 s, 6.732406 GiB/s 
Thread 5: 0.000014 s, 6.731974 GiB/s 
Thread 6: 0.000014 s, 6.731962 GiB/s 
Thread 7: 0.000014 s, 6.731925 GiB/s 
Thread 8: 0.000014 s, 6.732478 GiB/s 
Thread 9: 0.000014 s, 6.731906 GiB/s 
Thread 10: 0.000014 s, 6.731925 GiB/s 
Thread 11: 0.000014 s, 6.732188 GiB/s 
Thread 12: 0.000014 s, 6.732290 GiB/s 
Thread 13: 0.000014 s, 6.731978 GiB/s 
Thread 14: 0.000014 s, 6.732100 GiB/s 
Thread 15: 0.000014 s, 6.732654 GiB/s 
Thread 16: 0.000014 s, 6.732075 GiB/s 
Thread 17: 0.000014 s, 6.793980 GiB/s 
Thread 18: 0.000014 s, 6.732634 GiB/s 
Thread 19: 0.000014 s, 6.732586 GiB/s 
Thread 20: 0.000014 s, 6.732727 GiB/s 
Thread 21: 0.000014 s, 6.732728 GiB/s 
Thread 22: 0.000014 s, 6.732696 GiB/s 
Thread 23: 0.000014 s, 6.804408 GiB/s 
Thread 24: 0.000014 s, 6.732518 GiB/s 
Thread 25: 0.000014 s, 6.732575 GiB/s 
Thread 26: 0.000014 s, 6.732454 GiB/s 
Thread 27: 0.000014 s, 6.731970 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:2916352,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):182272.000000,AvgTestRunTime(s):0.000015,CumulativeMemoryBandwidth(GiB/s):186.540341,TotalRunTime(s):0.145602,WSS(MiB):2.781250,Verification:SUCCESS,
Thread 0: 0.000012 s, 8.219628 GiB/s 
Thread 1: 0.000012 s, 8.220643 GiB/s 
Thread 2: 0.000012 s, 8.219838 GiB/s 
Thread 3: 0.000012 s, 8.219766 GiB/s 
Thread 4: 0.000012 s, 8.219679 GiB/s 
Thread 5: 0.000012 s, 8.219853 GiB/s 
Thread 6: 0.000012 s, 8.219679 GiB/s 
Thread 7: 0.000012 s, 8.219778 GiB/s 
Thread 8: 0.000012 s, 8.219733 GiB/s 
Thread 9: 0.000012 s, 8.220983 GiB/s 
Thread 10: 0.000012 s, 8.219689 GiB/s 
Thread 11: 0.000012 s, 8.219684 GiB/s 
Thread 12: 0.000012 s, 8.219672 GiB/s 
Thread 13: 0.000012 s, 8.220993 GiB/s 
Thread 14: 0.000012 s, 8.220673 GiB/s 
Thread 15: 0.000012 s, 8.219727 GiB/s 
Thread 16: 0.000012 s, 8.219848 GiB/s 
Thread 17: 0.000012 s, 8.220670 GiB/s 
Thread 18: 0.000012 s, 8.219711 GiB/s 
Thread 19: 0.000012 s, 8.219839 GiB/s 
Thread 20: 0.000012 s, 8.219793 GiB/s 
Thread 21: 0.000012 s, 8.219776 GiB/s 
Thread 22: 0.000012 s, 8.219702 GiB/s 
Thread 23: 0.000012 s, 8.219679 GiB/s 
Thread 24: 0.000012 s, 8.219727 GiB/s 
Thread 25: 0.000012 s, 8.219674 GiB/s 
Thread 26: 0.000012 s, 8.219726 GiB/s 
Thread 27: 0.000012 s, 8.219676 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:3018752,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):188672.000000,AvgTestRunTime(s):0.000012,CumulativeMemoryBandwidth(GiB/s):230.120583,TotalRunTime(s):0.122172,WSS(MiB):2.878906,Verification:SUCCESS,
Thread 0: 0.000013 s, 7.707223 GiB/s 
Thread 1: 0.000013 s, 7.707246 GiB/s 
Thread 2: 0.000013 s, 7.707249 GiB/s 
Thread 3: 0.000013 s, 7.707159 GiB/s 
Thread 4: 0.000013 s, 7.707187 GiB/s 
Thread 5: 0.000013 s, 7.707211 GiB/s 
Thread 6: 0.000013 s, 7.707204 GiB/s 
Thread 7: 0.000013 s, 7.707195 GiB/s 
Thread 8: 0.000013 s, 7.707223 GiB/s 
Thread 9: 0.000013 s, 7.707216 GiB/s 
Thread 10: 0.000013 s, 7.707232 GiB/s 
Thread 11: 0.000013 s, 7.707286 GiB/s 
Thread 12: 0.000013 s, 7.707237 GiB/s 
Thread 13: 0.000013 s, 7.707185 GiB/s 
Thread 14: 0.000013 s, 7.707263 GiB/s 
Thread 15: 0.000013 s, 7.707142 GiB/s 
Thread 16: 0.000013 s, 7.707181 GiB/s 
Thread 17: 0.000013 s, 7.707185 GiB/s 
Thread 18: 0.000013 s, 7.707194 GiB/s 
Thread 19: 0.000013 s, 7.707149 GiB/s 
Thread 20: 0.000013 s, 7.707285 GiB/s 
Thread 21: 0.000013 s, 7.707223 GiB/s 
Thread 22: 0.000013 s, 7.707283 GiB/s 
Thread 23: 0.000013 s, 7.707214 GiB/s 
Thread 24: 0.000013 s, 7.707199 GiB/s 
Thread 25: 0.000013 s, 7.707153 GiB/s 
Thread 26: 0.000013 s, 7.707223 GiB/s 
Thread 27: 0.000013 s, 7.707197 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:3121152,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):195072.000000,AvgTestRunTime(s):0.000013,CumulativeMemoryBandwidth(GiB/s):215.697132,TotalRunTime(s):0.134763,WSS(MiB):2.976562,Verification:SUCCESS,
Thread 0: 0.000014 s, 7.598706 GiB/s 
Thread 1: 0.000014 s, 7.599609 GiB/s 
Thread 2: 0.000014 s, 7.598633 GiB/s 
Thread 3: 0.000014 s, 7.598876 GiB/s 
Thread 4: 0.000014 s, 7.599354 GiB/s 
Thread 5: 0.000014 s, 7.599466 GiB/s 
Thread 6: 0.000014 s, 7.598677 GiB/s 
Thread 7: 0.000014 s, 7.599482 GiB/s 
Thread 8: 0.000014 s, 7.598605 GiB/s 
Thread 9: 0.000014 s, 7.599565 GiB/s 
Thread 10: 0.000014 s, 7.599427 GiB/s 
Thread 11: 0.000014 s, 7.598630 GiB/s 
Thread 12: 0.000014 s, 7.598650 GiB/s 
Thread 13: 0.000014 s, 7.599338 GiB/s 
Thread 14: 0.000014 s, 7.599473 GiB/s 
Thread 15: 0.000014 s, 7.599210 GiB/s 
Thread 16: 0.000014 s, 7.599297 GiB/s 
Thread 17: 0.000014 s, 7.598641 GiB/s 
Thread 18: 0.000014 s, 7.598583 GiB/s 
Thread 19: 0.000014 s, 7.598566 GiB/s 
Thread 20: 0.000014 s, 7.598568 GiB/s 
Thread 21: 0.000014 s, 7.598627 GiB/s 
Thread 22: 0.000014 s, 7.598524 GiB/s 
Thread 23: 0.000014 s, 7.598652 GiB/s 
Thread 24: 0.000014 s, 7.598550 GiB/s 
Thread 25: 0.000014 s, 7.598568 GiB/s 
Thread 26: 0.000014 s, 7.598681 GiB/s 
Thread 27: 0.000014 s, 7.599410 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:3223552,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):201472.000000,AvgTestRunTime(s):0.000014,CumulativeMemoryBandwidth(GiB/s):212.729653,TotalRunTime(s):0.141126,WSS(MiB):3.074219,Verification:SUCCESS,
Thread 0: 0.000013 s, 8.763433 GiB/s 
Thread 1: 0.000013 s, 8.763648 GiB/s 
Thread 2: 0.000013 s, 8.763620 GiB/s 
Thread 3: 0.000013 s, 8.763553 GiB/s 
Thread 4: 0.000013 s, 8.763608 GiB/s 
Thread 5: 0.000013 s, 8.763560 GiB/s 
Thread 6: 0.000013 s, 8.763554 GiB/s 
Thread 7: 0.000013 s, 8.763633 GiB/s 
Thread 8: 0.000013 s, 8.763634 GiB/s 
Thread 9: 0.000013 s, 8.763519 GiB/s 
Thread 10: 0.000013 s, 8.763325 GiB/s 
Thread 11: 0.000013 s, 8.763297 GiB/s 
Thread 12: 0.000013 s, 8.763493 GiB/s 
Thread 13: 0.000013 s, 8.763383 GiB/s 
Thread 14: 0.000013 s, 8.763338 GiB/s 
Thread 15: 0.000013 s, 8.763581 GiB/s 
Thread 16: 0.000013 s, 8.763548 GiB/s 
Thread 17: 0.000013 s, 8.763338 GiB/s 
Thread 18: 0.000013 s, 8.763340 GiB/s 
Thread 19: 0.000013 s, 8.763301 GiB/s 
Thread 20: 0.000013 s, 8.763328 GiB/s 
Thread 21: 0.000013 s, 8.763341 GiB/s 
Thread 22: 0.000013 s, 8.763329 GiB/s 
Thread 23: 0.000013 s, 8.763320 GiB/s 
Thread 24: 0.000013 s, 8.763641 GiB/s 
Thread 25: 0.000013 s, 8.763574 GiB/s 
Thread 26: 0.000013 s, 8.763328 GiB/s 
Thread 27: 0.000013 s, 8.763646 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:3325952,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):207872.000000,AvgTestRunTime(s):0.000013,CumulativeMemoryBandwidth(GiB/s):244.055927,TotalRunTime(s):0.126919,WSS(MiB):3.171875,Verification:SUCCESS,
Thread 0: 0.000013 s, 8.990620 GiB/s 
Thread 1: 0.000013 s, 8.990453 GiB/s 
Thread 2: 0.000013 s, 8.990446 GiB/s 
Thread 3: 0.000013 s, 8.990567 GiB/s 
Thread 4: 0.000013 s, 8.990422 GiB/s 
Thread 5: 0.000013 s, 8.990669 GiB/s 
Thread 6: 0.000013 s, 8.990605 GiB/s 
Thread 7: 0.000013 s, 8.990450 GiB/s 
Thread 8: 0.000013 s, 8.991541 GiB/s 
Thread 9: 0.000013 s, 8.990655 GiB/s 
Thread 10: 0.000013 s, 8.990613 GiB/s 
Thread 11: 0.000013 s, 8.990447 GiB/s 
Thread 12: 0.000013 s, 8.990737 GiB/s 
Thread 13: 0.000013 s, 8.990443 GiB/s 
Thread 14: 0.000013 s, 8.990694 GiB/s 
Thread 15: 0.000013 s, 8.990624 GiB/s 
Thread 16: 0.000013 s, 8.990720 GiB/s 
Thread 17: 0.000013 s, 8.990661 GiB/s 
Thread 18: 0.000013 s, 8.990453 GiB/s 
Thread 19: 0.000013 s, 8.991529 GiB/s 
Thread 20: 0.000013 s, 8.990686 GiB/s 
Thread 21: 0.000013 s, 8.990682 GiB/s 
Thread 22: 0.000013 s, 8.990604 GiB/s 
Thread 23: 0.000013 s, 8.990406 GiB/s 
Thread 24: 0.000013 s, 8.991912 GiB/s 
Thread 25: 0.000013 s, 9.100563 GiB/s 
Thread 26: 0.000013 s, 8.990739 GiB/s 
Thread 27: 0.000013 s, 8.990739 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:3428352,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):214272.000000,AvgTestRunTime(s):0.000013,CumulativeMemoryBandwidth(GiB/s):248.745777,TotalRunTime(s):0.128360,WSS(MiB):3.269531,Verification:SUCCESS,
Thread 0: 0.000013 s, 9.349945 GiB/s 
Thread 1: 0.000013 s, 9.349696 GiB/s 
Thread 2: 0.000013 s, 9.349960 GiB/s 
Thread 3: 0.000013 s, 9.349920 GiB/s 
Thread 4: 0.000013 s, 9.349913 GiB/s 
Thread 5: 0.000013 s, 9.349966 GiB/s 
Thread 6: 0.000013 s, 9.349746 GiB/s 
Thread 7: 0.000013 s, 9.349512 GiB/s 
Thread 8: 0.000013 s, 9.349877 GiB/s 
Thread 9: 0.000013 s, 9.349537 GiB/s 
Thread 10: 0.000013 s, 9.349991 GiB/s 
Thread 11: 0.000013 s, 9.349829 GiB/s 
Thread 12: 0.000013 s, 9.349710 GiB/s 
Thread 13: 0.000013 s, 9.349690 GiB/s 
Thread 14: 0.000013 s, 9.349541 GiB/s 
Thread 15: 0.000013 s, 9.349722 GiB/s 
Thread 16: 0.000013 s, 9.349821 GiB/s 
Thread 17: 0.000013 s, 9.349517 GiB/s 
Thread 18: 0.000013 s, 9.349719 GiB/s 
Thread 19: 0.000013 s, 9.349739 GiB/s 
Thread 20: 0.000013 s, 9.349666 GiB/s 
Thread 21: 0.000013 s, 9.349811 GiB/s 
Thread 22: 0.000013 s, 9.349760 GiB/s 
Thread 23: 0.000013 s, 9.349883 GiB/s 
Thread 24: 0.000013 s, 9.349854 GiB/s 
Thread 25: 0.000013 s, 9.349929 GiB/s 
Thread 26: 0.000013 s, 9.349979 GiB/s 
Thread 27: 0.000013 s, 9.349966 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:3530752,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):220672.000000,AvgTestRunTime(s):0.000013,CumulativeMemoryBandwidth(GiB/s):261.754965,TotalRunTime(s):0.125624,WSS(MiB):3.367188,Verification:SUCCESS,
Thread 0: 0.000013 s, 9.287429 GiB/s 
Thread 1: 0.000013 s, 9.287419 GiB/s 
Thread 2: 0.000013 s, 9.287399 GiB/s 
Thread 3: 0.000013 s, 9.287666 GiB/s 
Thread 4: 0.000013 s, 9.287359 GiB/s 
Thread 5: 0.000013 s, 9.287352 GiB/s 
Thread 6: 0.000013 s, 9.287704 GiB/s 
Thread 7: 0.000013 s, 9.287396 GiB/s 
Thread 8: 0.000013 s, 9.288986 GiB/s 
Thread 9: 0.000013 s, 9.287357 GiB/s 
Thread 10: 0.000013 s, 9.287586 GiB/s 
Thread 11: 0.000013 s, 9.287436 GiB/s 
Thread 12: 0.000013 s, 9.288817 GiB/s 
Thread 13: 0.000013 s, 9.287351 GiB/s 
Thread 14: 0.000013 s, 9.287373 GiB/s 
Thread 15: 0.000013 s, 9.287382 GiB/s 
Thread 16: 0.000013 s, 9.287679 GiB/s 
Thread 17: 0.000013 s, 9.287532 GiB/s 
Thread 18: 0.000013 s, 9.287420 GiB/s 
Thread 19: 0.000013 s, 9.287398 GiB/s 
Thread 20: 0.000013 s, 9.287351 GiB/s 
Thread 21: 0.000013 s, 9.287375 GiB/s 
Thread 22: 0.000013 s, 9.287661 GiB/s 
Thread 23: 0.000013 s, 9.287594 GiB/s 
Thread 24: 0.000013 s, 9.287472 GiB/s 
Thread 25: 0.000013 s, 9.288778 GiB/s 
Thread 26: 0.000013 s, 9.288888 GiB/s 
Thread 27: 0.000013 s, 9.289022 GiB/s 
Executable:./../bin/adapt_membench_stencil_1d_naive,wss:3633152,num_threads:28,ntimes:10000,
