Thread 0: 0.000000 s, 0.585762 GiB/s 
Thread 17: 0.000127 s, 1.425413 GiB/s 
Thread 18: 0.000108 s, 1.676969 GiB/s 
Thread 19: 0.000108 s, 1.676360 GiB/s 
Thread 20: 0.000108 s, 1.676348 GiB/s 
Thread 21: 0.000108 s, 1.673458 GiB/s 
Thread 22: 0.000108 s, 1.671816 GiB/s 
Thread 23: 0.000172 s, 1.053015 GiB/s 
Thread 24: 0.000157 s, 1.154235 GiB/s 
Thread 25: 0.000108 s, 1.676294 GiB/s 
Thread 26: 0.000108 s, 1.676551 GiB/s 
Thread 27: 0.000143 s, 1.264406 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_B25pt,wss:5767168,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):23.000000,AvgTestRunTime(s):0.000174,CumulativeMemoryBandwidth(GiB/s):29.173580,TotalRunTime(s):0.174009,WSS(MiB):5.198303,
Thread 0: 0.000122 s, 1.688344 GiB/s 
Thread 1: 0.000119 s, 1.738301 GiB/s 
Thread 2: 0.000119 s, 1.736600 GiB/s 
Thread 3: 0.000119 s, 1.737712 GiB/s 
Thread 4: 0.000118 s, 1.739651 GiB/s 
Thread 5: 0.000119 s, 1.738251 GiB/s 
Thread 6: 0.000119 s, 1.733764 GiB/s 
Thread 7: 0.000119 s, 1.737764 GiB/s 
Thread 8: 0.000119 s, 1.738334 GiB/s 
Thread 9: 0.000118 s, 1.738704 GiB/s 
Thread 10: 0.000118 s, 1.739948 GiB/s 
Thread 11: 0.000119 s, 1.736248 GiB/s 
Thread 12: 0.000118 s, 1.740358 GiB/s 
Thread 13: 0.000119 s, 1.737996 GiB/s 
Thread 14: 0.000119 s, 1.735401 GiB/s 
Thread 15: 0.000118 s, 1.740879 GiB/s 
Thread 16: 0.000119 s, 1.735979 GiB/s 
Thread 17: 0.000118 s, 1.738527 GiB/s 
Thread 18: 0.000118 s, 1.743203 GiB/s 
Thread 19: 0.000119 s, 1.736815 GiB/s 
Thread 20: 0.000118 s, 1.739353 GiB/s 
Thread 21: 0.000119 s, 1.736116 GiB/s 
Thread 22: 0.000118 s, 1.739730 GiB/s 
Thread 23: 0.000119 s, 1.736765 GiB/s 
Thread 24: 0.000118 s, 1.738481 GiB/s 
Thread 25: 0.000118 s, 1.739236 GiB/s 
Thread 26: 0.000119 s, 1.737985 GiB/s 
Thread 27: 0.000118 s, 1.738508 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_B25pt,wss:6291456,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):24.000000,AvgTestRunTime(s):0.000122,CumulativeMemoryBandwidth(GiB/s):47.253599,TotalRunTime(s):0.122061,WSS(MiB):5.906250,
Thread 0: 0.000122 s, 1.684947 GiB/s 
Thread 1: 0.000119 s, 1.737924 GiB/s 
Thread 2: 0.000118 s, 1.740188 GiB/s 
Thread 3: 0.000119 s, 1.733077 GiB/s 
Thread 4: 0.000119 s, 1.737526 GiB/s 
Thread 5: 0.000118 s, 1.738971 GiB/s 
Thread 6: 0.000119 s, 1.738195 GiB/s 
Thread 7: 0.000118 s, 1.740526 GiB/s 
Thread 8: 0.000118 s, 1.740752 GiB/s 
Thread 9: 0.000118 s, 1.741852 GiB/s 
Thread 10: 0.000119 s, 1.737101 GiB/s 
Thread 11: 0.000118 s, 1.738733 GiB/s 
Thread 12: 0.000119 s, 1.738260 GiB/s 
Thread 13: 0.000118 s, 1.738353 GiB/s 
Thread 14: 0.000118 s, 1.740396 GiB/s 
Thread 15: 0.000118 s, 1.740152 GiB/s 
Thread 16: 0.000118 s, 1.738816 GiB/s 
Thread 17: 0.000119 s, 1.737796 GiB/s 
Thread 18: 0.000119 s, 1.735978 GiB/s 
Thread 19: 0.000118 s, 1.738684 GiB/s 
Thread 20: 0.000118 s, 1.741363 GiB/s 
Thread 21: 0.000119 s, 1.737900 GiB/s 
Thread 22: 0.000118 s, 1.739436 GiB/s 
Thread 23: 0.000118 s, 1.740218 GiB/s 
Thread 24: 0.000118 s, 1.738826 GiB/s 
Thread 25: 0.000118 s, 1.740256 GiB/s 
Thread 26: 0.000118 s, 1.739100 GiB/s 
Thread 27: 0.000119 s, 1.737647 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_B25pt,wss:6815744,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):24.000000,AvgTestRunTime(s):0.000122,CumulativeMemoryBandwidth(GiB/s):47.153115,TotalRunTime(s):0.122321,WSS(MiB):5.906250,
Thread 0: 0.000141 s, 1.653564 GiB/s 
Thread 1: 0.000137 s, 1.696836 GiB/s 
Thread 2: 0.000137 s, 1.697289 GiB/s 
Thread 3: 0.000137 s, 1.696221 GiB/s 
Thread 4: 0.000137 s, 1.693382 GiB/s 
Thread 5: 0.000138 s, 1.690451 GiB/s 
Thread 6: 0.000137 s, 1.694630 GiB/s 
Thread 7: 0.000138 s, 1.692463 GiB/s 
Thread 8: 0.000137 s, 1.693365 GiB/s 
Thread 9: 0.000138 s, 1.693277 GiB/s 
Thread 10: 0.000137 s, 1.693508 GiB/s 
Thread 11: 0.000137 s, 1.697007 GiB/s 
Thread 12: 0.000137 s, 1.696666 GiB/s 
Thread 13: 0.000137 s, 1.693946 GiB/s 
Thread 14: 0.000137 s, 1.694351 GiB/s 
Thread 15: 0.000138 s, 1.691580 GiB/s 
Thread 16: 0.000137 s, 1.693889 GiB/s 
Thread 17: 0.000137 s, 1.696261 GiB/s 
Thread 18: 0.000137 s, 1.693960 GiB/s 
Thread 19: 0.000137 s, 1.694955 GiB/s 
Thread 20: 0.000137 s, 1.695144 GiB/s 
Thread 21: 0.000137 s, 1.693541 GiB/s 
Thread 22: 0.000137 s, 1.693954 GiB/s 
Thread 23: 0.000138 s, 1.692056 GiB/s 
Thread 24: 0.000137 s, 1.694998 GiB/s 
Thread 25: 0.000137 s, 1.695344 GiB/s 
Thread 26: 0.000137 s, 1.695804 GiB/s 
Thread 27: 0.000138 s, 1.692727 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_B25pt,wss:7340032,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):25.000000,AvgTestRunTime(s):0.000141,CumulativeMemoryBandwidth(GiB/s):46.271931,TotalRunTime(s):0.140890,WSS(MiB):6.675720,
Thread 0: 0.000141 s, 1.652669 GiB/s 
Thread 1: 0.000137 s, 1.693614 GiB/s 
Thread 2: 0.000137 s, 1.694256 GiB/s 
Thread 3: 0.000137 s, 1.693955 GiB/s 
Thread 4: 0.000137 s, 1.693549 GiB/s 
Thread 5: 0.000138 s, 1.693304 GiB/s 
Thread 6: 0.000138 s, 1.691986 GiB/s 
Thread 7: 0.000137 s, 1.693341 GiB/s 
Thread 8: 0.000137 s, 1.694112 GiB/s 
Thread 9: 0.000137 s, 1.694948 GiB/s 
Thread 10: 0.000137 s, 1.694540 GiB/s 
Thread 11: 0.000137 s, 1.695884 GiB/s 
Thread 12: 0.000137 s, 1.694289 GiB/s 
Thread 13: 0.000138 s, 1.692514 GiB/s 
Thread 14: 0.000137 s, 1.695063 GiB/s 
Thread 15: 0.000138 s, 1.692166 GiB/s 
Thread 16: 0.000138 s, 1.692965 GiB/s 
Thread 17: 0.000137 s, 1.694483 GiB/s 
Thread 18: 0.000137 s, 1.694405 GiB/s 
Thread 19: 0.000138 s, 1.693264 GiB/s 
Thread 20: 0.000138 s, 1.692394 GiB/s 
Thread 21: 0.000137 s, 1.694528 GiB/s 
Thread 22: 0.000137 s, 1.694184 GiB/s 
Thread 23: 0.000138 s, 1.691117 GiB/s 
Thread 24: 0.000137 s, 1.696033 GiB/s 
Thread 25: 0.000137 s, 1.696882 GiB/s 
Thread 26: 0.000137 s, 1.694688 GiB/s 
Thread 27: 0.000137 s, 1.694002 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_B25pt,wss:7864320,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):25.000000,AvgTestRunTime(s):0.000141,CumulativeMemoryBandwidth(GiB/s):46.244072,TotalRunTime(s):0.140975,WSS(MiB):6.675720,
Thread 0: 0.000154 s, 1.702668 GiB/s 
Thread 1: 0.000149 s, 1.757321 GiB/s 
Thread 2: 0.000149 s, 1.755033 GiB/s 
Thread 3: 0.000149 s, 1.757089 GiB/s 
Thread 4: 0.000149 s, 1.757345 GiB/s 
Thread 5: 0.000149 s, 1.754421 GiB/s 
Thread 6: 0.000149 s, 1.754855 GiB/s 
Thread 7: 0.000149 s, 1.755236 GiB/s 
Thread 8: 0.000149 s, 1.753541 GiB/s 
Thread 9: 0.000149 s, 1.754300 GiB/s 
Thread 10: 0.000149 s, 1.753609 GiB/s 
Thread 11: 0.000149 s, 1.756636 GiB/s 
Thread 12: 0.000149 s, 1.756754 GiB/s 
Thread 13: 0.000149 s, 1.755350 GiB/s 
Thread 14: 0.000149 s, 1.757775 GiB/s 
Thread 15: 0.000149 s, 1.757268 GiB/s 
Thread 16: 0.000149 s, 1.755540 GiB/s 
Thread 17: 0.000149 s, 1.754384 GiB/s 
Thread 18: 0.000149 s, 1.753299 GiB/s 
Thread 19: 0.000149 s, 1.755337 GiB/s 
Thread 20: 0.000149 s, 1.753872 GiB/s 
Thread 21: 0.000149 s, 1.755969 GiB/s 
Thread 22: 0.000149 s, 1.753660 GiB/s 
Thread 23: 0.000149 s, 1.756660 GiB/s 
Thread 24: 0.000149 s, 1.754457 GiB/s 
Thread 25: 0.000149 s, 1.753993 GiB/s 
Thread 26: 0.000149 s, 1.757000 GiB/s 
Thread 27: 0.000149 s, 1.755211 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_B25pt,wss:8388608,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):26.000000,AvgTestRunTime(s):0.000154,CumulativeMemoryBandwidth(GiB/s):47.660147,TotalRunTime(s):0.153866,WSS(MiB):7.509277,
Thread 0: 0.000177 s, 1.658711 GiB/s 
Thread 1: 0.000170 s, 1.720533 GiB/s 
Thread 2: 0.000170 s, 1.720885 GiB/s 
Thread 3: 0.000170 s, 1.721925 GiB/s 
Thread 4: 0.000170 s, 1.720998 GiB/s 
Thread 5: 0.000170 s, 1.720906 GiB/s 
Thread 6: 0.000170 s, 1.721631 GiB/s 
Thread 7: 0.000171 s, 1.719877 GiB/s 
Thread 8: 0.000171 s, 1.718514 GiB/s 
Thread 9: 0.000171 s, 1.719736 GiB/s 
Thread 10: 0.000171 s, 1.719535 GiB/s 
Thread 11: 0.000171 s, 1.720150 GiB/s 
Thread 12: 0.000170 s, 1.720344 GiB/s 
Thread 13: 0.000171 s, 1.719687 GiB/s 
Thread 14: 0.000171 s, 1.719976 GiB/s 
Thread 15: 0.000171 s, 1.720065 GiB/s 
Thread 16: 0.000171 s, 1.720136 GiB/s 
Thread 17: 0.000171 s, 1.719832 GiB/s 
Thread 18: 0.000171 s, 1.720051 GiB/s 
Thread 19: 0.000170 s, 1.722370 GiB/s 
Thread 20: 0.000170 s, 1.720651 GiB/s 
Thread 21: 0.000171 s, 1.719879 GiB/s 
Thread 22: 0.000171 s, 1.717981 GiB/s 
Thread 23: 0.000171 s, 1.718761 GiB/s 
Thread 24: 0.000171 s, 1.718487 GiB/s 
Thread 25: 0.000170 s, 1.721529 GiB/s 
Thread 26: 0.000170 s, 1.721382 GiB/s 
Thread 27: 0.000170 s, 1.720973 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_B25pt,wss:8912896,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):27.000000,AvgTestRunTime(s):0.000177,CumulativeMemoryBandwidth(GiB/s):46.421794,TotalRunTime(s):0.176908,WSS(MiB):8.409485,
Thread 0: 0.000176 s, 1.669352 GiB/s 
Thread 1: 0.000170 s, 1.722325 GiB/s 
Thread 2: 0.000170 s, 1.720809 GiB/s 
Thread 3: 0.000170 s, 1.721661 GiB/s 
Thread 4: 0.000170 s, 1.721830 GiB/s 
Thread 5: 0.000170 s, 1.721429 GiB/s 
Thread 6: 0.000170 s, 1.720739 GiB/s 
Thread 7: 0.000170 s, 1.722522 GiB/s 
Thread 8: 0.000170 s, 1.721133 GiB/s 
Thread 9: 0.000171 s, 1.719838 GiB/s 
Thread 10: 0.000170 s, 1.721792 GiB/s 
Thread 11: 0.000170 s, 1.721836 GiB/s 
Thread 12: 0.000171 s, 1.719553 GiB/s 
Thread 13: 0.000170 s, 1.721691 GiB/s 
Thread 14: 0.000171 s, 1.719519 GiB/s 
Thread 15: 0.000170 s, 1.720355 GiB/s 
Thread 16: 0.000171 s, 1.719447 GiB/s 
Thread 17: 0.000170 s, 1.721609 GiB/s 
Thread 18: 0.000170 s, 1.722001 GiB/s 
Thread 19: 0.000170 s, 1.721337 GiB/s 
Thread 20: 0.000170 s, 1.720793 GiB/s 
Thread 21: 0.000170 s, 1.722724 GiB/s 
Thread 22: 0.000170 s, 1.720825 GiB/s 
Thread 23: 0.000170 s, 1.720350 GiB/s 
Thread 24: 0.000170 s, 1.721090 GiB/s 
Thread 25: 0.000171 s, 1.718991 GiB/s 
Thread 26: 0.000170 s, 1.722262 GiB/s 
Thread 27: 0.000170 s, 1.720674 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_B25pt,wss:9437184,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):27.000000,AvgTestRunTime(s):0.000177,CumulativeMemoryBandwidth(GiB/s):46.314000,TotalRunTime(s):0.177320,WSS(MiB):8.409485,
Thread 0: 0.000190 s, 1.723658 GiB/s 
Thread 1: 0.000184 s, 1.773938 GiB/s 
Thread 2: 0.000184 s, 1.775892 GiB/s 
Thread 3: 0.000184 s, 1.775017 GiB/s 
Thread 4: 0.000184 s, 1.774213 GiB/s 
Thread 5: 0.000184 s, 1.774967 GiB/s 
Thread 6: 0.000184 s, 1.773348 GiB/s 
Thread 7: 0.000184 s, 1.774321 GiB/s 
Thread 8: 0.000184 s, 1.774388 GiB/s 
Thread 9: 0.000185 s, 1.772865 GiB/s 
Thread 10: 0.000184 s, 1.774759 GiB/s 
Thread 11: 0.000184 s, 1.775321 GiB/s 
Thread 12: 0.000184 s, 1.775554 GiB/s 
Thread 13: 0.000184 s, 1.774595 GiB/s 
Thread 14: 0.000184 s, 1.774968 GiB/s 
Thread 15: 0.000184 s, 1.775568 GiB/s 
Thread 16: 0.000184 s, 1.774635 GiB/s 
Thread 17: 0.000184 s, 1.778127 GiB/s 
Thread 18: 0.000184 s, 1.776663 GiB/s 
Thread 19: 0.000184 s, 1.776460 GiB/s 
Thread 20: 0.000184 s, 1.774821 GiB/s 
Thread 21: 0.000184 s, 1.776030 GiB/s 
Thread 22: 0.000184 s, 1.775159 GiB/s 
Thread 23: 0.000184 s, 1.774294 GiB/s 
Thread 24: 0.000184 s, 1.773736 GiB/s 
Thread 25: 0.000184 s, 1.773033 GiB/s 
Thread 26: 0.000184 s, 1.775579 GiB/s 
Thread 27: 0.000184 s, 1.774122 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_B25pt,wss:9961472,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):28.000000,AvgTestRunTime(s):0.000190,CumulativeMemoryBandwidth(GiB/s):48.237249,TotalRunTime(s):0.189876,WSS(MiB):9.378906,
Thread 0: 0.000190 s, 1.725496 GiB/s 
Thread 1: 0.000184 s, 1.775943 GiB/s 
Thread 2: 0.000184 s, 1.774523 GiB/s 
Thread 3: 0.000184 s, 1.774973 GiB/s 
Thread 4: 0.000184 s, 1.775248 GiB/s 
Thread 5: 0.000184 s, 1.776418 GiB/s 
Thread 6: 0.000184 s, 1.777274 GiB/s 
Thread 7: 0.000184 s, 1.774995 GiB/s 
Thread 8: 0.000184 s, 1.776872 GiB/s 
Thread 9: 0.000185 s, 1.772478 GiB/s 
Thread 10: 0.000184 s, 1.774469 GiB/s 
Thread 11: 0.000184 s, 1.775301 GiB/s 
Thread 12: 0.000184 s, 1.775280 GiB/s 
Thread 13: 0.000184 s, 1.774265 GiB/s 
Thread 14: 0.000184 s, 1.775752 GiB/s 
Thread 15: 0.000184 s, 1.775674 GiB/s 
Thread 16: 0.000184 s, 1.775847 GiB/s 
Thread 17: 0.000184 s, 1.776631 GiB/s 
Thread 18: 0.000184 s, 1.778121 GiB/s 
Thread 19: 0.000184 s, 1.775808 GiB/s 
Thread 20: 0.000184 s, 1.775767 GiB/s 
Thread 21: 0.000184 s, 1.774716 GiB/s 
Thread 22: 0.000184 s, 1.775306 GiB/s 
Thread 23: 0.000184 s, 1.776931 GiB/s 
Thread 24: 0.000184 s, 1.777095 GiB/s 
Thread 25: 0.000184 s, 1.775965 GiB/s 
Thread 26: 0.000184 s, 1.776972 GiB/s 
Thread 27: 0.000184 s, 1.773942 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_B25pt,wss:10485760,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):28.000000,AvgTestRunTime(s):0.000190,CumulativeMemoryBandwidth(GiB/s):48.294190,TotalRunTime(s):0.189652,WSS(MiB):9.378906,
