Thread 0: 0.000000 s, 2.184464 GiB/s 
Thread 17: 0.000019 s, 9.301409 GiB/s 
Thread 18: 0.000019 s, 9.322036 GiB/s 
Thread 19: 0.000019 s, 9.353224 GiB/s 
Thread 20: 0.000019 s, 9.347834 GiB/s 
Thread 21: 0.000019 s, 9.310328 GiB/s 
Thread 22: 0.000019 s, 9.318531 GiB/s 
Thread 23: 0.000020 s, 9.292108 GiB/s 
Thread 24: 0.000020 s, 9.259020 GiB/s 
Thread 25: 0.000019 s, 9.315470 GiB/s 
Thread 26: 0.000019 s, 9.337224 GiB/s 
Thread 27: 0.000020 s, 9.288987 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:5767168,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):23.000000,AvgTestRunTime(s):0.000020,CumulativeMemoryBandwidth(GiB/s):252.397463,TotalRunTime(s):0.020113,WSS(MiB):5.198303,
Thread 0: 0.000025 s, 8.108174 GiB/s 
Thread 1: 0.000023 s, 8.873109 GiB/s 
Thread 2: 0.000023 s, 8.895591 GiB/s 
Thread 3: 0.000023 s, 8.896496 GiB/s 
Thread 4: 0.000023 s, 8.892133 GiB/s 
Thread 5: 0.000023 s, 8.901262 GiB/s 
Thread 6: 0.000023 s, 8.879678 GiB/s 
Thread 7: 0.000023 s, 8.870456 GiB/s 
Thread 8: 0.000023 s, 8.891082 GiB/s 
Thread 9: 0.000023 s, 8.879420 GiB/s 
Thread 10: 0.000023 s, 8.881167 GiB/s 
Thread 11: 0.000023 s, 8.890895 GiB/s 
Thread 12: 0.000023 s, 8.856872 GiB/s 
Thread 13: 0.000023 s, 8.893214 GiB/s 
Thread 14: 0.000023 s, 8.914277 GiB/s 
Thread 15: 0.000023 s, 8.861276 GiB/s 
Thread 16: 0.000023 s, 8.880071 GiB/s 
Thread 17: 0.000023 s, 8.912500 GiB/s 
Thread 18: 0.000023 s, 8.890369 GiB/s 
Thread 19: 0.000023 s, 8.912379 GiB/s 
Thread 20: 0.000023 s, 8.899189 GiB/s 
Thread 21: 0.000023 s, 8.894676 GiB/s 
Thread 22: 0.000023 s, 8.898724 GiB/s 
Thread 23: 0.000023 s, 8.906099 GiB/s 
Thread 24: 0.000023 s, 8.878705 GiB/s 
Thread 25: 0.000023 s, 8.905375 GiB/s 
Thread 26: 0.000023 s, 8.892962 GiB/s 
Thread 27: 0.000024 s, 8.498918 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:6291456,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):24.000000,AvgTestRunTime(s):0.000027,CumulativeMemoryBandwidth(GiB/s):213.980558,TotalRunTime(s):0.026955,WSS(MiB):5.906250,
Thread 0: 0.000024 s, 8.611279 GiB/s 
Thread 1: 0.000023 s, 8.907595 GiB/s 
Thread 2: 0.000023 s, 8.889338 GiB/s 
Thread 3: 0.000023 s, 8.924183 GiB/s 
Thread 4: 0.000023 s, 8.925068 GiB/s 
Thread 5: 0.000023 s, 8.909894 GiB/s 
Thread 6: 0.000023 s, 8.910928 GiB/s 
Thread 7: 0.000023 s, 8.898886 GiB/s 
Thread 8: 0.000023 s, 8.904152 GiB/s 
Thread 9: 0.000023 s, 8.877786 GiB/s 
Thread 10: 0.000023 s, 8.871572 GiB/s 
Thread 11: 0.000023 s, 8.890321 GiB/s 
Thread 12: 0.000023 s, 8.885569 GiB/s 
Thread 13: 0.000023 s, 8.892669 GiB/s 
Thread 14: 0.000023 s, 8.878930 GiB/s 
Thread 15: 0.000023 s, 8.893407 GiB/s 
Thread 16: 0.000023 s, 8.868555 GiB/s 
Thread 17: 0.000023 s, 8.868859 GiB/s 
Thread 18: 0.000023 s, 8.865128 GiB/s 
Thread 19: 0.000023 s, 8.889389 GiB/s 
Thread 20: 0.000023 s, 8.851129 GiB/s 
Thread 21: 0.000023 s, 8.870381 GiB/s 
Thread 22: 0.000023 s, 8.910689 GiB/s 
Thread 23: 0.000023 s, 8.948075 GiB/s 
Thread 24: 0.000023 s, 8.933614 GiB/s 
Thread 25: 0.000023 s, 8.861446 GiB/s 
Thread 26: 0.000023 s, 8.920815 GiB/s 
Thread 27: 0.000023 s, 8.882880 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:6815744,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):24.000000,AvgTestRunTime(s):0.000024,CumulativeMemoryBandwidth(GiB/s):240.946576,TotalRunTime(s):0.023938,WSS(MiB):5.906250,
Thread 0: 0.000025 s, 9.263038 GiB/s 
Thread 1: 0.000025 s, 9.484503 GiB/s 
Thread 2: 0.000025 s, 9.485492 GiB/s 
Thread 3: 0.000024 s, 9.507555 GiB/s 
Thread 4: 0.000024 s, 9.533557 GiB/s 
Thread 5: 0.000025 s, 9.483206 GiB/s 
Thread 6: 0.000025 s, 9.425488 GiB/s 
Thread 7: 0.000025 s, 9.457962 GiB/s 
Thread 8: 0.000024 s, 9.518856 GiB/s 
Thread 9: 0.000025 s, 9.469727 GiB/s 
Thread 10: 0.000025 s, 9.477648 GiB/s 
Thread 11: 0.000024 s, 9.512728 GiB/s 
Thread 12: 0.000025 s, 9.481852 GiB/s 
Thread 13: 0.000025 s, 9.466108 GiB/s 
Thread 14: 0.000025 s, 9.470681 GiB/s 
Thread 15: 0.000027 s, 8.668320 GiB/s 
Thread 16: 0.000025 s, 9.499743 GiB/s 
Thread 17: 0.000024 s, 9.545193 GiB/s 
Thread 18: 0.000024 s, 9.513796 GiB/s 
Thread 19: 0.000024 s, 9.516405 GiB/s 
Thread 20: 0.000025 s, 9.478466 GiB/s 
Thread 21: 0.000024 s, 9.511028 GiB/s 
Thread 22: 0.000037 s, 6.327767 GiB/s 
Thread 23: 0.000024 s, 9.515850 GiB/s 
Thread 24: 0.000024 s, 9.545458 GiB/s 
Thread 25: 0.000024 s, 9.546455 GiB/s 
Thread 26: 0.000025 s, 9.476295 GiB/s 
Thread 27: 0.000025 s, 9.441673 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:7340032,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):25.000000,AvgTestRunTime(s):0.000039,CumulativeMemoryBandwidth(GiB/s):165.102314,TotalRunTime(s):0.039486,WSS(MiB):6.675720,
Thread 0: 0.000025 s, 9.242012 GiB/s 
Thread 1: 0.000024 s, 9.507948 GiB/s 
Thread 2: 0.000025 s, 9.491963 GiB/s 
Thread 3: 0.000024 s, 9.522548 GiB/s 
Thread 4: 0.000025 s, 9.417764 GiB/s 
Thread 5: 0.000025 s, 9.494982 GiB/s 
Thread 6: 0.000025 s, 9.443138 GiB/s 
Thread 7: 0.000025 s, 9.436175 GiB/s 
Thread 8: 0.000025 s, 9.464521 GiB/s 
Thread 9: 0.000025 s, 9.447849 GiB/s 
Thread 10: 0.000024 s, 9.531861 GiB/s 
Thread 11: 0.000025 s, 9.437912 GiB/s 
Thread 12: 0.000025 s, 9.454497 GiB/s 
Thread 13: 0.000025 s, 9.477755 GiB/s 
Thread 14: 0.000025 s, 9.449827 GiB/s 
Thread 15: 0.000025 s, 9.464440 GiB/s 
Thread 16: 0.000025 s, 9.447499 GiB/s 
Thread 17: 0.000025 s, 9.469636 GiB/s 
Thread 18: 0.000025 s, 9.400719 GiB/s 
Thread 19: 0.000025 s, 9.457733 GiB/s 
Thread 20: 0.000025 s, 9.410158 GiB/s 
Thread 21: 0.000025 s, 9.459093 GiB/s 
Thread 22: 0.000025 s, 9.433361 GiB/s 
Thread 23: 0.000025 s, 9.450133 GiB/s 
Thread 24: 0.000025 s, 9.448743 GiB/s 
Thread 25: 0.000025 s, 9.459483 GiB/s 
Thread 26: 0.000025 s, 9.418880 GiB/s 
Thread 27: 0.000025 s, 9.480692 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:7864320,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):25.000000,AvgTestRunTime(s):0.000025,CumulativeMemoryBandwidth(GiB/s):258.586857,TotalRunTime(s):0.025211,WSS(MiB):6.675720,
Thread 0: 0.000030 s, 8.651991 GiB/s 
Thread 1: 0.000029 s, 8.942539 GiB/s 
Thread 2: 0.000029 s, 8.927045 GiB/s 
Thread 3: 0.000029 s, 8.954668 GiB/s 
Thread 4: 0.000029 s, 8.942550 GiB/s 
Thread 5: 0.000029 s, 8.959993 GiB/s 
Thread 6: 0.000029 s, 8.910968 GiB/s 
Thread 7: 0.000029 s, 8.957603 GiB/s 
Thread 8: 0.000029 s, 8.886663 GiB/s 
Thread 9: 0.000030 s, 8.813005 GiB/s 
Thread 10: 0.000029 s, 8.979491 GiB/s 
Thread 11: 0.000029 s, 8.928138 GiB/s 
Thread 12: 0.000029 s, 8.947310 GiB/s 
Thread 13: 0.000029 s, 8.941635 GiB/s 
Thread 14: 0.000029 s, 8.948740 GiB/s 
Thread 15: 0.000029 s, 8.972258 GiB/s 
Thread 16: 0.000030 s, 8.871204 GiB/s 
Thread 17: 0.000029 s, 8.964672 GiB/s 
Thread 18: 0.000029 s, 8.961745 GiB/s 
Thread 19: 0.000029 s, 8.959013 GiB/s 
Thread 20: 0.000029 s, 8.936350 GiB/s 
Thread 21: 0.000029 s, 8.916127 GiB/s 
Thread 22: 0.000030 s, 8.862997 GiB/s 
Thread 23: 0.000029 s, 8.885069 GiB/s 
Thread 24: 0.000029 s, 8.893988 GiB/s 
Thread 25: 0.000029 s, 8.955912 GiB/s 
Thread 26: 0.000029 s, 8.925455 GiB/s 
Thread 27: 0.000029 s, 8.958149 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:8388608,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):26.000000,AvgTestRunTime(s):0.000030,CumulativeMemoryBandwidth(GiB/s):242.143217,TotalRunTime(s):0.030285,WSS(MiB):7.509277,
Thread 0: 0.000031 s, 9.480337 GiB/s 
Thread 1: 0.000030 s, 9.806920 GiB/s 
Thread 2: 0.000030 s, 9.817281 GiB/s 
Thread 3: 0.000030 s, 9.821093 GiB/s 
Thread 4: 0.000030 s, 9.799007 GiB/s 
Thread 5: 0.000030 s, 9.818705 GiB/s 
Thread 6: 0.000030 s, 9.809396 GiB/s 
Thread 7: 0.000038 s, 7.643831 GiB/s 
Thread 8: 0.000030 s, 9.810427 GiB/s 
Thread 9: 0.000030 s, 9.838377 GiB/s 
Thread 10: 0.000029 s, 10.184248 GiB/s 
Thread 11: 0.000030 s, 9.846403 GiB/s 
Thread 12: 0.000030 s, 9.777999 GiB/s 
Thread 13: 0.000030 s, 9.806976 GiB/s 
Thread 14: 0.000030 s, 9.816630 GiB/s 
Thread 15: 0.000030 s, 9.813082 GiB/s 
Thread 16: 0.000030 s, 9.792496 GiB/s 
Thread 17: 0.000030 s, 9.808393 GiB/s 
Thread 18: 0.000030 s, 9.791014 GiB/s 
Thread 19: 0.000030 s, 9.785938 GiB/s 
Thread 20: 0.000030 s, 9.780177 GiB/s 
Thread 21: 0.000030 s, 9.800027 GiB/s 
Thread 22: 0.000030 s, 9.799869 GiB/s 
Thread 23: 0.000030 s, 9.771486 GiB/s 
Thread 24: 0.000030 s, 9.793560 GiB/s 
Thread 25: 0.000030 s, 9.782124 GiB/s 
Thread 26: 0.000030 s, 9.813359 GiB/s 
Thread 27: 0.000032 s, 9.067173 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:8912896,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):27.000000,AvgTestRunTime(s):0.000042,CumulativeMemoryBandwidth(GiB/s):197.617081,TotalRunTime(s):0.041557,WSS(MiB):8.409485,
Thread 0: 0.000031 s, 9.497208 GiB/s 
Thread 1: 0.000030 s, 9.753437 GiB/s 
Thread 2: 0.000030 s, 9.729931 GiB/s 
Thread 3: 0.000030 s, 9.763441 GiB/s 
Thread 4: 0.000030 s, 9.778550 GiB/s 
Thread 5: 0.000030 s, 9.829397 GiB/s 
Thread 6: 0.000030 s, 9.837646 GiB/s 
Thread 7: 0.000030 s, 9.800647 GiB/s 
Thread 8: 0.000030 s, 9.813347 GiB/s 
Thread 9: 0.000030 s, 9.849595 GiB/s 
Thread 10: 0.000030 s, 9.860894 GiB/s 
Thread 11: 0.000030 s, 9.781279 GiB/s 
Thread 12: 0.000030 s, 9.771911 GiB/s 
Thread 13: 0.000030 s, 9.802915 GiB/s 
Thread 14: 0.000030 s, 9.782479 GiB/s 
Thread 15: 0.000030 s, 9.815981 GiB/s 
Thread 16: 0.000030 s, 9.781155 GiB/s 
Thread 17: 0.000030 s, 9.781645 GiB/s 
Thread 18: 0.000030 s, 9.788458 GiB/s 
Thread 19: 0.000030 s, 9.816293 GiB/s 
Thread 20: 0.000030 s, 9.757765 GiB/s 
Thread 21: 0.000030 s, 9.811476 GiB/s 
Thread 22: 0.000030 s, 9.793973 GiB/s 
Thread 23: 0.000030 s, 9.779263 GiB/s 
Thread 24: 0.000030 s, 9.803716 GiB/s 
Thread 25: 0.000030 s, 9.781547 GiB/s 
Thread 26: 0.000030 s, 9.807024 GiB/s 
Thread 27: 0.000030 s, 9.842705 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:9437184,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):27.000000,AvgTestRunTime(s):0.000031,CumulativeMemoryBandwidth(GiB/s):265.791504,TotalRunTime(s):0.030898,WSS(MiB):8.409485,
Thread 0: 0.000036 s, 9.006495 GiB/s 
Thread 1: 0.000035 s, 9.344778 GiB/s 
Thread 2: 0.000035 s, 9.363502 GiB/s 
Thread 3: 0.000035 s, 9.352612 GiB/s 
Thread 4: 0.000035 s, 9.330703 GiB/s 
Thread 5: 0.000035 s, 9.341009 GiB/s 
Thread 6: 0.000035 s, 9.342486 GiB/s 
Thread 7: 0.000035 s, 9.349609 GiB/s 
Thread 8: 0.000035 s, 9.360360 GiB/s 
Thread 9: 0.000035 s, 9.342036 GiB/s 
Thread 10: 0.000035 s, 9.327569 GiB/s 
Thread 11: 0.000035 s, 9.319490 GiB/s 
Thread 12: 0.000035 s, 9.360374 GiB/s 
Thread 13: 0.000035 s, 9.323029 GiB/s 
Thread 14: 0.000035 s, 9.312714 GiB/s 
Thread 15: 0.000035 s, 9.331540 GiB/s 
Thread 16: 0.000035 s, 9.332840 GiB/s 
Thread 17: 0.000035 s, 9.354001 GiB/s 
Thread 18: 0.000035 s, 9.385905 GiB/s 
Thread 19: 0.000035 s, 9.356015 GiB/s 
Thread 20: 0.000035 s, 9.351330 GiB/s 
Thread 21: 0.000035 s, 9.332777 GiB/s 
Thread 22: 0.000035 s, 9.349686 GiB/s 
Thread 23: 0.000035 s, 9.347607 GiB/s 
Thread 24: 0.000035 s, 9.328208 GiB/s 
Thread 25: 0.000035 s, 9.302682 GiB/s 
Thread 26: 0.000035 s, 9.323259 GiB/s 
Thread 27: 0.000035 s, 9.307785 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:9961472,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):28.000000,AvgTestRunTime(s):0.000036,CumulativeMemoryBandwidth(GiB/s):252.088378,TotalRunTime(s):0.036333,WSS(MiB):9.378906,
Thread 0: 0.000036 s, 9.014956 GiB/s 
Thread 1: 0.000035 s, 9.321762 GiB/s 
Thread 2: 0.000035 s, 9.350786 GiB/s 
Thread 3: 0.000035 s, 9.342282 GiB/s 
Thread 4: 0.000035 s, 9.344511 GiB/s 
Thread 5: 0.000035 s, 9.337153 GiB/s 
Thread 6: 0.000035 s, 9.339296 GiB/s 
Thread 7: 0.000035 s, 9.344558 GiB/s 
Thread 8: 0.000035 s, 9.301809 GiB/s 
Thread 9: 0.000035 s, 9.327322 GiB/s 
Thread 10: 0.000035 s, 9.281197 GiB/s 
Thread 11: 0.000035 s, 9.371609 GiB/s 
Thread 12: 0.000035 s, 9.337753 GiB/s 
Thread 13: 0.000035 s, 9.354855 GiB/s 
Thread 14: 0.000035 s, 9.341906 GiB/s 
Thread 15: 0.000035 s, 9.327167 GiB/s 
Thread 16: 0.000035 s, 9.319001 GiB/s 
Thread 17: 0.000035 s, 9.365061 GiB/s 
Thread 18: 0.000035 s, 9.349761 GiB/s 
Thread 19: 0.000035 s, 9.323465 GiB/s 
Thread 20: 0.000035 s, 9.347531 GiB/s 
Thread 21: 0.000035 s, 9.351080 GiB/s 
Thread 22: 0.000035 s, 9.321742 GiB/s 
Thread 23: 0.000035 s, 9.339558 GiB/s 
Thread 24: 0.000035 s, 9.325886 GiB/s 
Thread 25: 0.000035 s, 9.333543 GiB/s 
Thread 26: 0.000035 s, 9.321632 GiB/s 
Thread 27: 0.000035 s, 9.366506 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:10485760,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):28.000000,AvgTestRunTime(s):0.000036,CumulativeMemoryBandwidth(GiB/s):252.295325,TotalRunTime(s):0.036303,WSS(MiB):9.378906,
