Thread 0: 0.000000 s, 0.746760 GiB/s 
Thread 15: 0.000052 s, 3.512659 GiB/s 
Thread 16: 0.000052 s, 3.512967 GiB/s 
Thread 17: 0.000063 s, 2.872858 GiB/s 
Thread 18: 0.000052 s, 3.511200 GiB/s 
Thread 19: 0.000052 s, 3.512861 GiB/s 
Thread 20: 0.000052 s, 3.509262 GiB/s 
Thread 21: 0.000052 s, 3.509257 GiB/s 
Thread 22: 0.000052 s, 3.513078 GiB/s 
Thread 23: 0.000052 s, 3.509563 GiB/s 
Thread 24: 0.000052 s, 3.514920 GiB/s 
Thread 25: 0.000052 s, 3.518702 GiB/s 
Thread 26: 0.000052 s, 3.519972 GiB/s 
Thread 27: 0.000076 s, 2.382837 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:5767168,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):23.000000,AvgTestRunTime(s):0.000080,CumulativeMemoryBandwidth(GiB/s):63.354519,TotalRunTime(s):0.080128,WSS(MiB):5.198303,
Thread 0: 0.000061 s, 3.383078 GiB/s 
Thread 1: 0.000061 s, 3.376103 GiB/s 
Thread 2: 0.000061 s, 3.378617 GiB/s 
Thread 3: 0.000061 s, 3.380519 GiB/s 
Thread 4: 0.000061 s, 3.378536 GiB/s 
Thread 5: 0.000061 s, 3.381228 GiB/s 
Thread 6: 0.000061 s, 3.380212 GiB/s 
Thread 7: 0.000061 s, 3.382331 GiB/s 
Thread 8: 0.000061 s, 3.385639 GiB/s 
Thread 9: 0.000061 s, 3.385220 GiB/s 
Thread 10: 0.000061 s, 3.377857 GiB/s 
Thread 11: 0.000061 s, 3.381558 GiB/s 
Thread 12: 0.000061 s, 3.371569 GiB/s 
Thread 13: 0.000061 s, 3.377947 GiB/s 
Thread 14: 0.000061 s, 3.384142 GiB/s 
Thread 15: 0.000061 s, 3.379614 GiB/s 
Thread 16: 0.000061 s, 3.382566 GiB/s 
Thread 17: 0.000061 s, 3.378737 GiB/s 
Thread 18: 0.000061 s, 3.380432 GiB/s 
Thread 19: 0.000061 s, 3.385202 GiB/s 
Thread 20: 0.000061 s, 3.378544 GiB/s 
Thread 21: 0.000061 s, 3.380056 GiB/s 
Thread 22: 0.000061 s, 3.380820 GiB/s 
Thread 23: 0.000061 s, 3.381571 GiB/s 
Thread 24: 0.000061 s, 3.377512 GiB/s 
Thread 25: 0.000061 s, 3.381109 GiB/s 
Thread 26: 0.000061 s, 3.379990 GiB/s 
Thread 27: 0.000061 s, 3.381077 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:6291456,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):24.000000,AvgTestRunTime(s):0.000066,CumulativeMemoryBandwidth(GiB/s):87.392529,TotalRunTime(s):0.065999,WSS(MiB):5.906250,
Thread 0: 0.000061 s, 3.378485 GiB/s 
Thread 1: 0.000061 s, 3.379342 GiB/s 
Thread 2: 0.000061 s, 3.382891 GiB/s 
Thread 3: 0.000061 s, 3.377400 GiB/s 
Thread 4: 0.000061 s, 3.382771 GiB/s 
Thread 5: 0.000061 s, 3.381993 GiB/s 
Thread 6: 0.000061 s, 3.376637 GiB/s 
Thread 7: 0.000061 s, 3.384371 GiB/s 
Thread 8: 0.000061 s, 3.385008 GiB/s 
Thread 9: 0.000061 s, 3.382088 GiB/s 
Thread 10: 0.000061 s, 3.380750 GiB/s 
Thread 11: 0.000061 s, 3.384248 GiB/s 
Thread 12: 0.000061 s, 3.380612 GiB/s 
Thread 13: 0.000061 s, 3.379663 GiB/s 
Thread 14: 0.000061 s, 3.384118 GiB/s 
Thread 15: 0.000061 s, 3.381425 GiB/s 
Thread 16: 0.000061 s, 3.380399 GiB/s 
Thread 17: 0.000061 s, 3.382469 GiB/s 
Thread 18: 0.000061 s, 3.382183 GiB/s 
Thread 19: 0.000061 s, 3.374804 GiB/s 
Thread 20: 0.000061 s, 3.378571 GiB/s 
Thread 21: 0.000061 s, 3.384185 GiB/s 
Thread 22: 0.000061 s, 3.380307 GiB/s 
Thread 23: 0.000061 s, 3.380030 GiB/s 
Thread 24: 0.000061 s, 3.386648 GiB/s 
Thread 25: 0.000061 s, 3.378466 GiB/s 
Thread 26: 0.000061 s, 3.383930 GiB/s 
Thread 27: 0.000061 s, 3.379057 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:6815744,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):24.000000,AvgTestRunTime(s):0.000062,CumulativeMemoryBandwidth(GiB/s):93.659624,TotalRunTime(s):0.061583,WSS(MiB):5.906250,
Thread 0: 0.000072 s, 3.239410 GiB/s 
Thread 1: 0.000072 s, 3.235297 GiB/s 
Thread 2: 0.000072 s, 3.237435 GiB/s 
Thread 3: 0.000072 s, 3.234965 GiB/s 
Thread 4: 0.000072 s, 3.238251 GiB/s 
Thread 5: 0.000072 s, 3.230952 GiB/s 
Thread 6: 0.000072 s, 3.242700 GiB/s 
Thread 7: 0.000072 s, 3.242004 GiB/s 
Thread 8: 0.000072 s, 3.237236 GiB/s 
Thread 9: 0.000072 s, 3.236622 GiB/s 
Thread 10: 0.000072 s, 3.243011 GiB/s 
Thread 11: 0.000072 s, 3.235874 GiB/s 
Thread 12: 0.000072 s, 3.241031 GiB/s 
Thread 13: 0.000072 s, 3.233757 GiB/s 
Thread 14: 0.000072 s, 3.237609 GiB/s 
Thread 15: 0.000072 s, 3.235914 GiB/s 
Thread 16: 0.000072 s, 3.238512 GiB/s 
Thread 17: 0.000072 s, 3.239169 GiB/s 
Thread 18: 0.000072 s, 3.235837 GiB/s 
Thread 19: 0.000072 s, 3.233733 GiB/s 
Thread 20: 0.000072 s, 3.239941 GiB/s 
Thread 21: 0.000072 s, 3.238347 GiB/s 
Thread 22: 0.000072 s, 3.243547 GiB/s 
Thread 23: 0.000072 s, 3.236553 GiB/s 
Thread 24: 0.000072 s, 3.237467 GiB/s 
Thread 25: 0.000072 s, 3.236251 GiB/s 
Thread 26: 0.000072 s, 3.238240 GiB/s 
Thread 27: 0.000072 s, 3.236741 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:7340032,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):25.000000,AvgTestRunTime(s):0.000072,CumulativeMemoryBandwidth(GiB/s):90.446082,TotalRunTime(s):0.072079,WSS(MiB):6.675720,
Thread 0: 0.000072 s, 3.245890 GiB/s 
Thread 1: 0.000072 s, 3.238278 GiB/s 
Thread 2: 0.000072 s, 3.236545 GiB/s 
Thread 3: 0.000072 s, 3.237603 GiB/s 
Thread 4: 0.000072 s, 3.238636 GiB/s 
Thread 5: 0.000072 s, 3.241147 GiB/s 
Thread 6: 0.000072 s, 3.244972 GiB/s 
Thread 7: 0.000072 s, 3.236599 GiB/s 
Thread 8: 0.000072 s, 3.237209 GiB/s 
Thread 9: 0.000072 s, 3.236388 GiB/s 
Thread 10: 0.000072 s, 3.238519 GiB/s 
Thread 11: 0.000072 s, 3.235233 GiB/s 
Thread 12: 0.000072 s, 3.233785 GiB/s 
Thread 13: 0.000072 s, 3.236914 GiB/s 
Thread 14: 0.000072 s, 3.239772 GiB/s 
Thread 15: 0.000072 s, 3.240915 GiB/s 
Thread 16: 0.000072 s, 3.237469 GiB/s 
Thread 17: 0.000072 s, 3.237315 GiB/s 
Thread 18: 0.000072 s, 3.240130 GiB/s 
Thread 19: 0.000072 s, 3.237147 GiB/s 
Thread 20: 0.000072 s, 3.239415 GiB/s 
Thread 21: 0.000072 s, 3.236021 GiB/s 
Thread 22: 0.000072 s, 3.234771 GiB/s 
Thread 23: 0.000072 s, 3.238619 GiB/s 
Thread 24: 0.000072 s, 3.237935 GiB/s 
Thread 25: 0.000072 s, 3.241589 GiB/s 
Thread 26: 0.000072 s, 3.240286 GiB/s 
Thread 27: 0.000072 s, 3.239834 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:7864320,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):25.000000,AvgTestRunTime(s):0.000072,CumulativeMemoryBandwidth(GiB/s):90.493975,TotalRunTime(s):0.072041,WSS(MiB):6.675720,
Thread 0: 0.000083 s, 3.138520 GiB/s 
Thread 1: 0.000084 s, 3.132389 GiB/s 
Thread 2: 0.000083 s, 3.138900 GiB/s 
Thread 3: 0.000084 s, 3.131170 GiB/s 
Thread 4: 0.000083 s, 3.138499 GiB/s 
Thread 5: 0.000084 s, 3.131194 GiB/s 
Thread 6: 0.000084 s, 3.132075 GiB/s 
Thread 7: 0.000084 s, 3.135698 GiB/s 
Thread 8: 0.000084 s, 3.131804 GiB/s 
Thread 9: 0.000084 s, 3.132876 GiB/s 
Thread 10: 0.000084 s, 3.131800 GiB/s 
Thread 11: 0.000084 s, 3.127556 GiB/s 
Thread 12: 0.000084 s, 3.128631 GiB/s 
Thread 13: 0.000084 s, 3.131834 GiB/s 
Thread 14: 0.000084 s, 3.134281 GiB/s 
Thread 15: 0.000083 s, 3.137571 GiB/s 
Thread 16: 0.000084 s, 3.130534 GiB/s 
Thread 17: 0.000084 s, 3.132891 GiB/s 
Thread 18: 0.000084 s, 3.132230 GiB/s 
Thread 19: 0.000084 s, 3.133552 GiB/s 
Thread 20: 0.000084 s, 3.130399 GiB/s 
Thread 21: 0.000084 s, 3.132188 GiB/s 
Thread 22: 0.000084 s, 3.131433 GiB/s 
Thread 23: 0.000084 s, 3.135227 GiB/s 
Thread 24: 0.000084 s, 3.131637 GiB/s 
Thread 25: 0.000084 s, 3.131408 GiB/s 
Thread 26: 0.000084 s, 3.131712 GiB/s 
Thread 27: 0.000084 s, 3.132637 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:8388608,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):26.000000,AvgTestRunTime(s):0.000084,CumulativeMemoryBandwidth(GiB/s):87.558535,TotalRunTime(s):0.083753,WSS(MiB):7.509277,
Thread 0: 0.000097 s, 3.038928 GiB/s 
Thread 1: 0.000098 s, 2.989420 GiB/s 
Thread 2: 0.000097 s, 3.038152 GiB/s 
Thread 3: 0.000097 s, 3.038304 GiB/s 
Thread 4: 0.000096 s, 3.042019 GiB/s 
Thread 5: 0.000097 s, 3.036350 GiB/s 
Thread 6: 0.000097 s, 3.037240 GiB/s 
Thread 7: 0.000097 s, 3.037407 GiB/s 
Thread 8: 0.000097 s, 3.036043 GiB/s 
Thread 9: 0.000097 s, 3.039041 GiB/s 
Thread 10: 0.000097 s, 3.036873 GiB/s 
Thread 11: 0.000098 s, 2.993801 GiB/s 
Thread 12: 0.000097 s, 3.035738 GiB/s 
Thread 13: 0.000097 s, 3.035721 GiB/s 
Thread 14: 0.000097 s, 3.031592 GiB/s 
Thread 15: 0.000096 s, 3.039875 GiB/s 
Thread 16: 0.000096 s, 3.040984 GiB/s 
Thread 17: 0.000096 s, 3.042093 GiB/s 
Thread 18: 0.000097 s, 3.039262 GiB/s 
Thread 19: 0.000097 s, 3.039029 GiB/s 
Thread 20: 0.000098 s, 2.997039 GiB/s 
Thread 21: 0.000097 s, 3.037467 GiB/s 
Thread 22: 0.000096 s, 3.039449 GiB/s 
Thread 23: 0.000097 s, 3.037853 GiB/s 
Thread 24: 0.000096 s, 3.040881 GiB/s 
Thread 25: 0.000097 s, 3.036943 GiB/s 
Thread 26: 0.000097 s, 3.038512 GiB/s 
Thread 27: 0.000097 s, 3.037166 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:8912896,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):27.000000,AvgTestRunTime(s):0.000102,CumulativeMemoryBandwidth(GiB/s):80.817744,TotalRunTime(s):0.101616,WSS(MiB):8.409485,
Thread 0: 0.000097 s, 3.022916 GiB/s 
Thread 1: 0.000097 s, 3.038350 GiB/s 
Thread 2: 0.000096 s, 3.040269 GiB/s 
Thread 3: 0.000098 s, 2.993837 GiB/s 
Thread 4: 0.000096 s, 3.039988 GiB/s 
Thread 5: 0.000097 s, 3.035691 GiB/s 
Thread 6: 0.000097 s, 3.034012 GiB/s 
Thread 7: 0.000097 s, 3.034865 GiB/s 
Thread 8: 0.000097 s, 3.039020 GiB/s 
Thread 9: 0.000097 s, 3.038475 GiB/s 
Thread 10: 0.000098 s, 2.993571 GiB/s 
Thread 11: 0.000097 s, 3.038904 GiB/s 
Thread 12: 0.000097 s, 3.037231 GiB/s 
Thread 13: 0.000097 s, 3.038408 GiB/s 
Thread 14: 0.000098 s, 2.988841 GiB/s 
Thread 15: 0.000097 s, 3.038963 GiB/s 
Thread 16: 0.000097 s, 3.037900 GiB/s 
Thread 17: 0.000097 s, 3.037601 GiB/s 
Thread 18: 0.000097 s, 3.037464 GiB/s 
Thread 19: 0.000097 s, 3.039271 GiB/s 
Thread 20: 0.000097 s, 3.037961 GiB/s 
Thread 21: 0.000097 s, 3.035595 GiB/s 
Thread 22: 0.000098 s, 2.998552 GiB/s 
Thread 23: 0.000097 s, 3.037827 GiB/s 
Thread 24: 0.000097 s, 3.039129 GiB/s 
Thread 25: 0.000096 s, 3.040039 GiB/s 
Thread 26: 0.000096 s, 3.039378 GiB/s 
Thread 27: 0.000097 s, 3.038236 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:9437184,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):27.000000,AvgTestRunTime(s):0.000100,CumulativeMemoryBandwidth(GiB/s):82.403130,TotalRunTime(s):0.099661,WSS(MiB):8.409485,
Thread 0: 0.000110 s, 2.963880 GiB/s 
Thread 1: 0.000112 s, 2.912047 GiB/s 
Thread 2: 0.000111 s, 2.958676 GiB/s 
Thread 3: 0.000113 s, 2.906440 GiB/s 
Thread 4: 0.000110 s, 2.961687 GiB/s 
Thread 5: 0.000110 s, 2.961655 GiB/s 
Thread 6: 0.000110 s, 2.962669 GiB/s 
Thread 7: 0.000111 s, 2.959432 GiB/s 
Thread 8: 0.000110 s, 2.963582 GiB/s 
Thread 9: 0.000110 s, 2.962330 GiB/s 
Thread 10: 0.000110 s, 2.964134 GiB/s 
Thread 11: 0.000110 s, 2.961412 GiB/s 
Thread 12: 0.000110 s, 2.963605 GiB/s 
Thread 13: 0.000111 s, 2.958334 GiB/s 
Thread 14: 0.000110 s, 2.964169 GiB/s 
Thread 15: 0.000110 s, 2.963592 GiB/s 
Thread 16: 0.000111 s, 2.959068 GiB/s 
Thread 17: 0.000110 s, 2.961787 GiB/s 
Thread 18: 0.000110 s, 2.963084 GiB/s 
Thread 19: 0.000110 s, 2.962714 GiB/s 
Thread 20: 0.000110 s, 2.961463 GiB/s 
Thread 21: 0.000111 s, 2.959609 GiB/s 
Thread 22: 0.000110 s, 2.961672 GiB/s 
Thread 23: 0.000110 s, 2.961139 GiB/s 
Thread 24: 0.000110 s, 2.964052 GiB/s 
Thread 25: 0.000111 s, 2.959689 GiB/s 
Thread 26: 0.000110 s, 2.964027 GiB/s 
Thread 27: 0.000110 s, 2.965117 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:9961472,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):28.000000,AvgTestRunTime(s):0.000113,CumulativeMemoryBandwidth(GiB/s):81.356219,TotalRunTime(s):0.112580,WSS(MiB):9.378906,
Thread 0: 0.000110 s, 2.963696 GiB/s 
Thread 1: 0.000110 s, 2.965154 GiB/s 
Thread 2: 0.000110 s, 2.960467 GiB/s 
Thread 3: 0.000110 s, 2.963030 GiB/s 
Thread 4: 0.000110 s, 2.961023 GiB/s 
Thread 5: 0.000113 s, 2.904711 GiB/s 
Thread 6: 0.000112 s, 2.916517 GiB/s 
Thread 7: 0.000110 s, 2.965970 GiB/s 
Thread 8: 0.000110 s, 2.962663 GiB/s 
Thread 9: 0.000110 s, 2.961064 GiB/s 
Thread 10: 0.000112 s, 2.908859 GiB/s 
Thread 11: 0.000110 s, 2.962499 GiB/s 
Thread 12: 0.000110 s, 2.961254 GiB/s 
Thread 13: 0.000110 s, 2.962046 GiB/s 
Thread 14: 0.000122 s, 2.671733 GiB/s 
Thread 15: 0.000110 s, 2.961111 GiB/s 
Thread 16: 0.000110 s, 2.962999 GiB/s 
Thread 17: 0.000115 s, 2.855989 GiB/s 
Thread 18: 0.000110 s, 2.961606 GiB/s 
Thread 19: 0.000112 s, 2.910623 GiB/s 
Thread 20: 0.000111 s, 2.960234 GiB/s 
Thread 21: 0.000111 s, 2.960164 GiB/s 
Thread 22: 0.000110 s, 2.961399 GiB/s 
Thread 23: 0.000110 s, 2.961278 GiB/s 
Thread 24: 0.000110 s, 2.961454 GiB/s 
Thread 25: 0.000111 s, 2.958814 GiB/s 
Thread 26: 0.000111 s, 2.941401 GiB/s 
Thread 27: 0.000110 s, 2.961351 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:10485760,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):28.000000,AvgTestRunTime(s):0.000127,CumulativeMemoryBandwidth(GiB/s):71.861888,TotalRunTime(s):0.127454,WSS(MiB):9.378906,
